자회사ID,모회사ID,설립유형,대표이사유형,기업인증현황,분야별현황,업종별현황,운영현황,설립연월,업력,매출액,당기순이익
S0979,H005,단독설립,학생창업,벤처기업,IT,정보통신업,정상운영,2010-10-01,14,1889.0,-86.0
S0980,H059,지분편입(지분매수),기타,연구소기업,BT,제조업,정상운영,2023-08-01,1,0.0,-80.0
S0981,H012,단독설립,기타,벤처기업,CT,전문과학및기술서비스업,정상운영,2022-10-01,2,0.0,-76.0
S0982,H041,지분편입(유상증자),전문경영인(창업자),해당없음,IT,제조업,정상운영,2018-11-01,6,566.0,-13.0
S0983,H033,단독설립,교수창업,벤처기업,ET,전문과학및기술서비스업,정상운영,2023-04-01,1,1311.0,-122.0
S0984,H042,단독설립,무응답,해당없음,BT,전문과학및기술서비스업,정상운영,2021-02-01,3,0.0,-15.0
S0985,H015,단독설립,교수창업,연구소기업,BT,교육서비스업,정상운영,2014-11-01,10,0.0,-138.0
S0986,H052,단독설립,기타,벤처기업,BT,제조업,투자회수(전액),2023-07-01,1,0.0,0.0
S0987,H066,합작설립,기타,연구소기업,IT,제조업,정상운영,2021-05-01,3,0.0,-55.0
S0988,H001,지분편입(지분매수),교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2022-08-01,2,0.0,-132.0
S0989,H070,단독설립,전문경영인(창업자),연구소기업,ET,정보통신업,정상운영,2023-08-01,1,0.0,-120.0
S0990,H060,합작설립,전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2009-12-01,15,0.0,-130.0
S0991,H053,단독설립,교수창업,연구소기업,ET,제조업,정상운영,2016-03-01,8,0.0,-44.0
S0992,H007,합작설립,전문경영인(창업자),해당없음,BT,제조업,정상운영,2023-11-01,1,146.0,-93.0
S0993,H025,합작설립,교수창업,연구소기업,BT,제조업,정상운영,2022-06-01,2,0.0,-60.0
S0994,H067,지분편입(유상증자),전문경영인(창업자),연구소기업,NT,정보통신업,정상운영,2021-02-01,3,750.0,-69.0
S0995,H047,지분편입(지분매수),교수창업,연구소기업,IT,제조업,투자회수(전액),2016-03-01,8,0.0,0.0
S0996,H080,합작설립,무응답,연구소기업,IT,기타,정상운영,2022-11-01,2,0.0,0.0
S0997,H064,지분편입(지분매수),학생창업,연구소기업,ET,정보통신업,정상운영,2015-10-01,9,1864.0,152.0
S0998,H081,합작설립,교수창업,해당없음,해당없음,전문과학및기술서비스업,정상운영,2018-06-01,6,0.0,-78.0
S0999,H057,합작설립,교수창업,연구소기업,IT,제조업,정상운영,2021-08-01,3,0.0,0.0
S1000,H007,지분편입(지분매수),교수창업,해당없음,ET,제조업,정상운영,2018-09-01,6,643.0,125.0
S1001,H027,단독설립,전문경영인(파트너기업겸직파견등),해당없음,ET,정보통신업,정상운영,2020-12-01,4,0.0,-53.0
S1002,H035,합작설립,전문경영인(파트너기업겸직파견등),해당없음,NT,제조업,정상운영,2023-12-01,1,0.0,0.0
S1003,H071,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2019-07-01,5,1351.0,3.0
S1004,H017,합작설립,전문경영인(창업자),연구소기업,BT,제조업,정상운영,2021-01-01,3,0.0,-143.0
S1005,H037,단독설립,전문경영인(창업자),해당없음,해당없음,정보통신업,정상운영,2023-07-01,1,0.0,-67.0
S1006,H057,단독설립,전문경영인(창업자),연구소기업,NT,제조업,투자회수(전액),2020-10-01,4,0.0,0.0
S1007,H063,합작설립,학생창업,해당없음,IT,정보통신업,휴업,2023-05-01,1,0.0,0.0
S1008,H016,지분편입(지분매수),무응답,벤처기업,해당없음,제조업,정상운영,2019-01-01,5,0.0,-37.0
S1009,H004,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2019-10-01,5,353.0,-52.0
S1010,H081,합작설립,교수창업,해당없음,BT,도매및소매업,정상운영,2018-07-01,6,0.0,-11.0
S1011,H078,단독설립,교수창업,연구소기업,ET,전문과학및기술서비스업,정상운영,2021-01-01,3,0.0,114.0
S1012,H031,합작설립,학생창업,해당없음,ET,정보통신업,정상운영,2017-01-01,7,1917.0,-76.0
S1013,H021,단독설립,학생창업,벤처기업,ET,제조업,정상운영,2019-04-01,5,0.0,-7.0
S1014,H040,합작설립,전문경영인(창업자),연구소기업,IT,기타,정상운영,2022-06-01,2,0.0,-92.0
S1015,H071,합작설립,전문경영인(창업자),해당없음,IT,전문과학및기술서비스업,폐업(청산),2016-07-01,8,0.0,0.0
S1016,H002,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,CT,제조업,정상운영,2021-03-01,3,1526.0,-132.0
S1017,H071,지분편입(지분매수),학생창업,해당없음,BT,제조업,정상운영,2017-05-01,7,1706.0,-49.0
S1018,H053,단독설립,전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2018-04-01,6,0.0,0.0
S1019,H012,지분편입(지분매수),학생창업,해당없음,NT,정보통신업,정상운영,2017-10-01,7,0.0,-36.0
S1020,H029,합작설립,무응답,연구소기업,IT,교육서비스업,정상운영,2022-11-01,2,2146.0,-109.0
S1021,H015,지분편입(지분매수),학생창업,해당없음,BT,전문과학및기술서비스업,정상운영,2020-06-01,4,1300.0,113.0
S1022,H060,단독설립,전문경영인(창업자),해당없음,해당없음,전문과학및기술서비스업,정상운영,2022-09-01,2,2050.0,-99.0
S1023,H016,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2018-08-01,6,1023.0,-118.0
S1024,H083,합작설립,기타,벤처기업,BT,제조업,정상운영,2023-11-01,1,0.0,-115.0
S1025,H020,지분편입(지분매수),기타,해당없음,BT,제조업,정상운영,2008-11-01,16,1509.0,133.0
S1026,H064,단독설립,교수창업,연구소기업,ET,제조업,정상운영,2020-04-01,4,0.0,-122.0
S1027,H038,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2019-10-01,5,0.0,-21.0
S1028,H066,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2019-06-01,5,2028.0,25.0
S1029,H035,지분편입(지분매수),학생창업,벤처기업,BT,제조업,정상운영,2017-12-01,7,0.0,0.0
S1030,H054,합작설립,교수창업,해당없음,IT,제조업,정상운영,2022-10-01,2,373.0,0.0
S1031,H062,지분편입(지분매수),교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2018-03-01,6,0.0,-71.0
S1032,H061,합작설립,교수창업,연구소기업,IT,교육서비스업,정상운영,2019-04-01,5,1717.0,-102.0
S1033,H032,합작설립,교수창업,이노비즈기업,IT,제조업,정상운영,2021-03-01,3,0.0,-26.0
S1034,H059,단독설립,전문경영인(창업자),벤처기업,ET,전문과학및기술서비스업,정상운영,2019-04-01,5,0.0,-98.0
S1035,H071,합작설립,무응답,해당없음,NT,제조업,정상운영,2017-05-01,7,992.0,-83.0
S1036,H019,단독설립,기타,해당없음,BT,기타,정상운영,2018-03-01,6,0.0,-52.0
S1037,H050,단독설립,교수창업,해당없음,NT,정보통신업,정상운영,2017-02-01,7,0.0,-93.0
S1038,H025,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2023-01-01,1,1319.0,24.0
S1039,H077,지분편입(유상증자),전문경영인(파트너기업겸직파견등),연구소기업,IT,정보통신업,정상운영,2017-09-01,7,0.0,-31.0
S1040,H066,단독설립,전문경영인(창업자),해당없음,BT,정보통신업,정상운영,2018-10-01,6,1805.0,-55.0
S1041,H018,단독설립,무응답,연구소기업,IT,제조업,정상운영,2020-01-01,4,1819.0,-125.0
S1042,H009,지분편입(지분매수),학생창업,해당없음,IT,제조업,투자회수(전액),2019-03-01,5,0.0,0.0
S1043,H036,합작설립,교수창업,연구소기업,해당없음,제조업,정상운영,2019-09-01,5,643.0,0.0
S1044,H054,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2021-06-01,3,513.0,114.0
S1045,H044,단독설립,교수창업,연구소기업,ET,정보통신업,정상운영,2023-02-01,1,0.0,4.0
S1046,H065,단독설립,전문경영인(창업자),해당없음,BT,전문과학및기술서비스업,정상운영,2019-06-01,5,0.0,83.0
S1047,H035,단독설립,교수창업,벤처기업,IT,정보통신업,정상운영,2021-06-01,3,2070.0,0.0
S1048,H001,합작설립,교수창업,연구소기업,IT,도매및소매업,폐업(청산),2021-04-01,3,0.0,0.0
S1049,H037,단독설립,학생창업,연구소기업,해당없음,제조업,정상운영,2020-11-01,4,3599.0,-68.0
S1050,H039,단독설립,학생창업,벤처기업,ET,정보통신업,정상운영,2021-04-01,3,0.0,-106.0
S1051,H076,지분편입(지분매수),학생창업,연구소기업,BT,전문과학및기술서비스업,정상운영,2020-04-01,4,0.0,0.0
S1052,H075,지분편입(지분매수),기타,연구소기업,IT,정보통신업,정상운영,2020-05-01,4,0.0,-30.0
S1053,H063,단독설립,학생창업,연구소기업,ET,제조업,정상운영,2022-03-01,2,0.0,-82.0
S1054,H020,지분편입(유상증자),교수창업,연구소기업,IT,제조업,투자회수(일부),2019-07-01,5,0.0,0.0
S1055,H058,단독설립,교수창업,벤처기업,BT,기타,정상운영,2017-05-01,7,0.0,0.0
S1056,H069,단독설립,학생창업,연구소기업,IT,제조업,정상운영,2018-04-01,6,1126.0,-108.0
S1057,H062,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,BT,전문과학및기술서비스업,정상운영,2020-04-01,4,256.0,0.0
S1058,H045,합작설립,교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2020-06-01,4,0.0,-74.0
S1059,H043,합작설립,교수창업,해당없음,IT,정보통신업,투자회수(일부),2023-01-01,1,0.0,0.0
S1060,H071,단독설립,기타,연구소기업,해당없음,제조업,정상운영,2017-03-01,7,0.0,-108.0
S1061,H070,지분편입(유상증자),교수창업,해당없음,BT,제조업,정상운영,2023-08-01,1,293.0,-149.0
S1062,H049,합작설립,학생창업,연구소기업,IT,정보통신업,정상운영,2009-02-01,15,642.0,-17.0
S1063,H059,지분편입(지분매수),교수창업,연구소기업,IT,정보통신업,정상운영,2023-07-01,1,0.0,-11.0
S1064,H042,지분편입(지분매수),학생창업,연구소기업,IT,제조업,정상운영,2023-01-01,1,0.0,0.0
S1065,H025,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2022-08-01,2,2173.0,-81.0
S1066,H031,단독설립,전문경영인(창업자),연구소기업,BT,전문과학및기술서비스업,정상운영,2019-12-01,5,0.0,-70.0
S1067,H074,단독설립,학생창업,해당없음,ET,제조업,정상운영,2016-12-01,8,0.0,-95.0
S1068,H050,단독설립,교수창업,연구소기업,NT,제조업,정상운영,2023-04-01,1,0.0,-92.0
S1069,H030,합작설립,전문경영인(창업자),기타,IT,정보통신업,정상운영,2018-07-01,6,428.0,0.0
S1070,H053,합작설립,기타,해당없음,BT,제조업,정상운영,2019-01-01,5,738.0,-38.0
S1071,H006,합작설립,무응답,해당없음,IT,제조업,정상운영,2019-08-01,5,1858.0,-75.0
S1072,H041,지분편입(지분매수),기타,연구소기업,해당없음,정보통신업,정상운영,2022-08-01,2,0.0,-44.0
S1073,H061,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2018-07-01,6,0.0,-62.0
S1074,H049,합작설립,교수창업,벤처기업,IT,정보통신업,정상운영,2019-04-01,5,0.0,-24.0
S1075,H050,지분편입(지분매수),기타,해당없음,NT,제조업,정상운영,2018-04-01,6,0.0,-29.0
S1076,H084,합작설립,학생창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2022-07-01,2,2130.0,-63.0
S1077,H020,합작설립,교수창업,벤처기업,해당없음,전문과학및기술서비스업,폐업(청산),2016-10-01,8,0.0,0.0
S1078,H064,지분편입(유상증자),교수창업,연구소기업,해당없음,정보통신업,정상운영,2023-02-01,1,79.0,60.0
S1079,H005,단독설립,교수창업,기타,IT,전문과학및기술서비스업,정상운영,2019-02-01,5,0.0,145.0
S1080,H017,단독설립,전문경영인(창업자),연구소기업,BT,제조업,폐업(청산),2014-03-01,10,0.0,0.0
S1081,H065,합작설립,기타,벤처기업,BT,전문과학및기술서비스업,정상운영,2019-09-01,5,0.0,-22.0
S1082,H076,합작설립,학생창업,해당없음,IT,제조업,정상운영,2019-10-01,5,939.0,0.0
S1083,H043,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2018-12-01,6,1792.0,0.0
S1084,H013,지분편입(지분매수),교수창업,벤처기업,BT,정보통신업,정상운영,2017-09-01,7,1004.0,-102.0
S1085,H057,합작설립,교수창업,벤처기업,IT,제조업,정상운영,2017-02-01,7,0.0,0.0
S1086,H013,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,BT,전문과학및기술서비스업,정상운영,2021-03-01,3,1470.0,147.0
S1087,H068,단독설립,무응답,해당없음,IT,제조업,정상운영,2023-04-01,1,0.0,-5.0
S1088,H059,지분편입(지분매수),기타,연구소기업,ET,정보통신업,정상운영,2015-02-01,9,0.0,-10.0
S1089,H002,단독설립,전문경영인(파트너기업겸직파견등),해당없음,IT,제조업,정상운영,2023-08-01,1,0.0,-54.0
S1090,H019,지분편입(지분매수),전문경영인(파트너기업겸직파견등),이노비즈기업,IT,정보통신업,정상운영,2022-12-01,2,0.0,-56.0
S1091,H053,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2011-10-01,13,0.0,-50.0
S1092,H084,합작설립,학생창업,해당없음,IT,제조업,정상운영,2020-06-01,4,0.0,-100.0
S1093,H020,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2021-12-01,3,0.0,-62.0
S1094,H010,단독설립,전문경영인(창업자),연구소기업,ET,제조업,정상운영,2017-06-01,7,0.0,-144.0
S1095,H061,단독설립,기타,연구소기업,BT,정보통신업,정상운영,2015-07-01,9,0.0,-73.0
S1096,H034,지분편입(유상증자),학생창업,신기술창업전문회사,BT,전문과학및기술서비스업,정상운영,2018-04-01,6,0.0,-75.0
S1097,H044,지분편입(지분매수),전문경영인(창업자),해당없음,BT,기타,정상운영,2013-04-01,11,232.0,-110.0
S1098,H080,지분편입(지분매수),전문경영인(창업자),해당없음,BT,제조업,정상운영,2018-02-01,6,0.0,-20.0
S1099,H051,단독설립,교수창업,신기술창업전문회사,BT,전문과학및기술서비스업,정상운영,2022-09-01,2,0.0,-114.0
S1100,H084,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2023-06-01,1,0.0,-94.0
S1101,H011,단독설립,교수창업,벤처기업,IT,전문과학및기술서비스업,정상운영,2021-08-01,3,0.0,-13.0
S1102,H043,단독설립,교수창업,기타,BT,제조업,정상운영,2021-05-01,3,638.0,-124.0
S1103,H069,합작설립,학생창업,연구소기업,BT,제조업,정상운영,2018-09-01,6,1085.0,-114.0
S1104,H049,합작설립,교수창업,신기술창업전문회사,IT,제조업,정상운영,2021-02-01,3,2029.0,-100.0
S1105,H041,지분편입(유상증자),전문경영인(창업자),벤처기업,ET,제조업,정상운영,2020-08-01,4,0.0,-99.0
S1106,H081,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2021-01-01,3,555.0,-103.0
S1107,H063,합작설립,교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2012-01-01,12,0.0,-49.0
S1108,H070,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2022-07-01,2,0.0,-19.0
S1109,H005,단독설립,교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2017-07-01,7,1768.0,-91.0
S1110,H080,지분편입(지분매수),학생창업,해당없음,IT,제조업,휴업,2010-07-01,14,0.0,0.0
S1111,H009,단독설립,기타,벤처기업,IT,제조업,정상운영,2016-02-01,8,0.0,-1.0
S1112,H031,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2022-06-01,2,0.0,15.0
S1113,H081,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2021-06-01,3,0.0,-6.0
S1114,H037,단독설립,교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2023-05-01,1,0.0,-15.0
S1115,H030,합작설립,교수창업,연구소기업,IT,제조업,정상운영,2021-02-01,3,0.0,-88.0
S1116,H012,합작설립,전문경영인(창업자),벤처기업,BT,제조업,정상운영,2018-07-01,6,1741.0,-89.0
S1117,H056,지분편입(지분매수),교수창업,해당없음,NT,제조업,정상운영,2023-11-01,1,1861.0,-78.0
S1118,H013,단독설립,교수창업,벤처기업,BT,도매및소매업,정상운영,2018-05-01,6,0.0,-19.0
S1119,H082,단독설립,교수창업,기타,ET,제조업,정상운영,2017-04-01,7,458.0,83.0
S1120,H013,지분편입(유상증자),무응답,해당없음,CT,제조업,정상운영,2019-12-01,5,1946.0,68.0
S1121,H057,단독설립,전문경영인(창업자),해당없음,NT,교육서비스업,정상운영,2022-02-01,2,590.0,-31.0
S1122,H022,단독설립,기타,벤처기업,BT,전문과학및기술서비스업,정상운영,2021-11-01,3,1066.0,8.0
S1123,H039,단독설립,전문경영인(창업자),벤처기업,BT,제조업,정상운영,2018-11-01,6,1262.0,-75.0
S1124,H004,지분편입(지분매수),교수창업,연구소기업,IT,기타,정상운영,2008-07-01,16,448.0,0.0
S1125,H006,단독설립,전문경영인(창업자),연구소기업,BT,전문과학및기술서비스업,정상운영,2009-08-01,15,260.0,-129.0
S1126,H042,단독설립,전문경영인(창업자),해당없음,해당없음,제조업,정상운영,2019-01-01,5,0.0,-102.0
S1127,H008,단독설립,학생창업,벤처기업,IT,전문과학및기술서비스업,정상운영,2017-05-01,7,369.0,7.0
S1128,H038,단독설립,전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2022-12-01,2,0.0,-96.0
S1129,H046,단독설립,전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2018-11-01,6,1852.0,-20.0
S1130,H048,합작설립,교수창업,해당없음,CT,제조업,정상운영,2015-06-01,9,0.0,-42.0
S1131,H056,지분편입(지분매수),교수창업,연구소기업,ET,도매및소매업,정상운영,2023-01-01,1,0.0,0.0
S1132,H019,지분편입(지분매수),전문경영인(창업자),연구소기업,BT,제조업,정상운영,2022-03-01,2,0.0,-82.0
S1133,H032,단독설립,교수창업,해당없음,IT,제조업,투자회수(전액),2019-04-01,5,0.0,0.0
S1134,H068,단독설립,교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2008-03-01,16,637.0,73.0
S1135,H053,지분편입(지분매수),교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2023-10-01,1,0.0,-54.0
S1136,H073,지분편입(지분매수),교수창업,해당없음,IT,정보통신업,정상운영,2022-01-01,2,2051.0,60.0
S1137,H024,지분편입(지분매수),무응답,연구소기업,IT,정보통신업,정상운영,2017-03-01,7,0.0,-134.0
S1138,H022,지분편입(지분매수),교수창업,연구소기업,IT,정보통신업,정상운영,2018-09-01,6,0.0,-95.0
S1139,H023,지분편입(지분매수),학생창업,해당없음,IT,제조업,정상운영,2022-03-01,2,0.0,-49.0
S1140,H011,단독설립,교수창업,벤처기업,IT,정보통신업,정상운영,2018-03-01,6,0.0,-31.0
S1141,H079,단독설립,교수창업,해당없음,IT,교육서비스업,정상운영,2016-12-01,8,1554.0,-95.0
S1142,H049,단독설립,교수창업,해당없음,해당없음,정보통신업,정상운영,2013-08-01,11,2208.0,83.0
S1143,H080,단독설립,전문경영인(창업자),벤처기업,BT,제조업,정상운영,2017-01-01,7,0.0,-29.0
S1144,H031,지분편입(지분매수),교수창업,해당없음,IT,정보통신업,정상운영,2018-01-01,6,0.0,-73.0
S1145,H064,합작설립,교수창업,해당없음,IT,정보통신업,정상운영,2019-10-01,5,0.0,0.0
S1146,H075,합작설립,교수창업,해당없음,IT,정보통신업,정상운영,2022-04-01,2,0.0,-139.0
S1147,H019,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2012-12-01,12,0.0,-42.0
S1148,H030,지분편입(지분매수),전문경영인(창업자),신기술창업전문회사,BT,정보통신업,정상운영,2019-11-01,5,0.0,0.0
S1149,H060,단독설립,학생창업,해당없음,IT,제조업,정상운영,2018-05-01,6,2088.0,120.0
S1150,H082,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2018-06-01,6,653.0,18.0
S1151,H033,지분편입(지분매수),교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-10-01,4,824.0,96.0
S1152,H059,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,IT,정보통신업,폐업(청산),2021-07-01,3,0.0,0.0
S1153,H033,단독설립,교수창업,이노비즈기업,IT,제조업,정상운영,2023-03-01,1,744.0,46.0
S1154,H002,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2018-07-01,6,1449.0,128.0
S1155,H060,지분편입(지분매수),전문경영인(창업자),연구소기업,BT,제조업,정상운영,2018-03-01,6,1563.0,-143.0
S1156,H037,단독설립,학생창업,벤처기업,해당없음,전문과학및기술서비스업,투자회수(일부),2023-03-01,1,0.0,0.0
S1157,H070,단독설립,전문경영인(창업자),연구소기업,BT,전문과학및기술서비스업,정상운영,2016-09-01,8,0.0,0.0
S1158,H021,지분편입(지분매수),학생창업,해당없음,IT,정보통신업,정상운영,2021-03-01,3,0.0,0.0
S1159,H010,합작설립,무응답,해당없음,BT,제조업,정상운영,2019-12-01,5,0.0,-73.0
S1160,H057,단독설립,전문경영인(창업자),연구소기업,ET,제조업,정상운영,2019-11-01,5,1903.0,0.0
S1161,H045,단독설립,교수창업,해당없음,IT,제조업,정상운영,2016-03-01,8,0.0,-106.0
S1162,H076,단독설립,전문경영인(창업자),해당없음,해당없음,정보통신업,정상운영,2018-06-01,6,0.0,-39.0
S1163,H039,합작설립,교수창업,연구소기업,IT,제조업,정상운영,2020-02-01,4,0.0,0.0
S1164,H082,지분편입(지분매수),기타,연구소기업,IT,제조업,정상운영,2021-03-01,3,3599.0,-126.0
S1165,H055,단독설립,전문경영인(창업자),해당없음,BT,전문과학및기술서비스업,정상운영,2019-01-01,5,0.0,0.0
S1166,H033,단독설립,교수창업,해당없음,BT,제조업,정상운영,2019-08-01,5,0.0,-120.0
S1167,H059,지분편입(지분매수),전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2020-04-01,4,26.0,-89.0
S1168,H039,단독설립,교수창업,연구소기업,IT,정보통신업,폐업(청산),2018-05-01,6,0.0,0.0
S1169,H026,합작설립,교수창업,연구소기업,CT,정보통신업,정상운영,2019-07-01,5,1137.0,0.0
S1170,H050,지분편입(지분매수),교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-11-01,4,209.0,-7.0
S1171,H062,합작설립,학생창업,기타,BT,도매및소매업,정상운영,2013-06-01,11,357.0,0.0
S1172,H014,합작설립,전문경영인(창업자),신기술창업전문회사,IT,정보통신업,정상운영,2022-05-01,2,0.0,-4.0
S1173,H031,단독설립,기타,벤처기업,BT,제조업,투자회수(전액),2023-10-01,1,0.0,0.0
S1174,H049,단독설립,기타,신기술창업전문회사,IT,제조업,정상운영,2023-06-01,1,1982.0,54.0
S1175,H074,단독설립,교수창업,해당없음,IT,도매및소매업,정상운영,2018-01-01,6,0.0,-60.0
S1176,H046,단독설립,학생창업,연구소기업,BT,전문과학및기술서비스업,정상운영,2023-01-01,1,395.0,-67.0
S1177,H074,단독설립,학생창업,연구소기업,BT,제조업,정상운영,2017-06-01,7,740.0,-46.0
S1178,H038,합작설립,기타,연구소기업,NT,전문과학및기술서비스업,정상운영,2018-01-01,6,0.0,-84.0
S1179,H038,지분편입(지분매수),교수창업,해당없음,IT,제조업,정상운영,2018-08-01,6,0.0,-142.0
S1180,H003,지분편입(지분매수),학생창업,연구소기업,IT,기타,정상운영,2023-01-01,1,0.0,-88.0
S1181,H051,단독설립,학생창업,해당없음,해당없음,제조업,정상운영,2022-12-01,2,3599.0,80.0
S1182,H036,합작설립,교수창업,연구소기업,BT,제조업,정상운영,2020-03-01,4,0.0,-141.0
S1183,H002,합작설립,무응답,해당없음,BT,제조업,정상운영,2010-07-01,14,34.0,-47.0
S1184,H073,지분편입(지분매수),교수창업,벤처기업,BT,제조업,정상운영,2021-01-01,3,0.0,-90.0
S1185,H007,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2015-09-01,9,0.0,-73.0
S1186,H078,단독설립,교수창업,해당없음,BT,제조업,정상운영,2020-07-01,4,0.0,0.0
S1187,H064,합작설립,학생창업,연구소기업,IT,제조업,정상운영,2023-10-01,1,0.0,-12.0
S1188,H037,합작설립,기타,해당없음,해당없음,제조업,정상운영,2017-12-01,7,0.0,-138.0
S1189,H030,지분편입(지분매수),교수창업,해당없음,BT,제조업,정상운영,2021-09-01,3,0.0,0.0
S1190,H078,지분편입(지분매수),전문경영인(창업자),벤처기업,ET,전문과학및기술서비스업,정상운영,2021-03-01,3,0.0,-109.0
S1191,H046,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,BT,정보통신업,정상운영,2017-03-01,7,0.0,0.0
S1192,H029,지분편입(지분매수),전문경영인(창업자),해당없음,ET,제조업,정상운영,2011-02-01,13,213.0,92.0
S1193,H082,단독설립,전문경영인(창업자),해당없음,BT,정보통신업,정상운영,2019-01-01,5,832.0,38.0
S1194,H025,단독설립,전문경영인(파트너기업겸직파견등),이노비즈기업,BT,정보통신업,정상운영,2019-06-01,5,0.0,-9.0
S1195,H080,지분편입(지분매수),교수창업,벤처기업,ET,제조업,정상운영,2019-04-01,5,223.0,112.0
S1196,H033,지분편입(지분매수),교수창업,연구소기업,BT,제조업,정상운영,2008-02-01,16,0.0,-87.0
S1197,H018,지분편입(유상증자),학생창업,벤처기업,IT,제조업,정상운영,2023-07-01,1,86.0,109.0
S1198,H081,단독설립,학생창업,해당없음,NT,정보통신업,정상운영,2021-02-01,3,0.0,-57.0
S1199,H013,단독설립,교수창업,연구소기업,IT,제조업,폐업(청산),2018-02-01,6,0.0,0.0
S1200,H081,합작설립,전문경영인(파트너기업겸직파견등),해당없음,해당없음,정보통신업,정상운영,2008-08-01,16,0.0,-25.0
S1201,H083,합작설립,무응답,해당없음,BT,제조업,정상운영,2023-08-01,1,0.0,-113.0
S1202,H006,단독설립,학생창업,해당없음,BT,제조업,폐업(청산),2018-07-01,6,0.0,0.0
S1203,H040,합작설립,교수창업,벤처기업,BT,정보통신업,정상운영,2023-09-01,1,0.0,0.0
S1204,H057,지분편입(지분매수),교수창업,해당없음,BT,제조업,정상운영,2018-08-01,6,0.0,-43.0
S1205,H005,단독설립,전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2023-03-01,1,1843.0,-73.0
S1206,H075,단독설립,기타,해당없음,BT,제조업,정상운영,2022-10-01,2,1181.0,-28.0
S1207,H047,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,IT,제조업,정상운영,2021-11-01,3,911.0,-1.0
S1208,H017,단독설립,학생창업,해당없음,IT,정보통신업,정상운영,2021-01-01,3,0.0,-13.0
S1209,H012,합작설립,전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2013-05-01,11,1944.0,-46.0
S1210,H038,지분편입(지분매수),교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2023-08-01,1,0.0,-20.0
S1211,H042,지분편입(지분매수),교수창업,벤처기업,BT,정보통신업,정상운영,2019-08-01,5,0.0,-33.0
S1212,H054,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2022-05-01,2,13.0,36.0
S1213,H023,단독설립,교수창업,벤처기업,ET,제조업,정상운영,2012-03-01,12,0.0,-144.0
S1214,H026,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,BT,제조업,정상운영,2022-06-01,2,0.0,0.0
S1215,H017,단독설립,학생창업,연구소기업,IT,제조업,정상운영,2019-11-01,5,0.0,-23.0
S1216,H070,지분편입(지분매수),기타,해당없음,BT,전문과학및기술서비스업,정상운영,2023-09-01,1,3599.0,0.0
S1217,H047,지분편입(지분매수),교수창업,연구소기업,NT,전문과학및기술서비스업,정상운영,2022-06-01,2,0.0,0.0
