사업ID,자회사ID,사업주체,사업유형,사업명,지원금액,시작일자,종료일자,진행현황,종료일자_보정,사업진행일수
P0453,S0737,공공기관,펀드운용,모태펀드 자펀드 운용,820,2023-07-26,2024-04-18,진행중,2024-04-18,267.0
P0454,S0224,공공기관,기술사업화,실험실 특화형 창업선도대학,220,2022-10-25,2025-01-09,진행중,2025-01-09,807.0
P0455,S0091,지자체,기술사업화,기술이전 사업화 지원,970,2021-12-06,2024-08-27,진행중,2024-08-27,995.0
P0456,S0882,중앙정부,R&D지원,디딤돌 기술개발,660,2023-02-04,2025-01-15,진행중,2025-01-15,711.0
P0457,S1143,지자체,기술사업화,기술이전 사업화 지원,480,2022-02-05,2023-11-21,완료,2023-11-21,654.0
P0458,S1582,지자체,기술사업화,초기창업패키지,450,2021-01-26,2022-12-01,완료,2022-12-01,674.0
P0459,S0215,중앙정부,위탁용역,신기술 동향 분석 용역,150,2023-05-02,2025-11-14,진행중,2025-11-14,927.0
P0460,S0291,중앙정부,R&D지원,디딤돌 기술개발,670,2022-05-10,2023-10-28,완료,2023-10-28,536.0
P0461,S0976,중앙정부,인력양성,산학연계 인력양성,410,2021-03-10,2022-07-10,완료,2022-07-10,487.0
P0462,S0092,공공기관,R&D지원,산학연 Collabo R&D,830,2021-04-22,2023-09-12,완료,2023-09-12,873.0
P0463,S1639,중앙정부,위탁용역,신기술 동향 분석 용역,670,2021-06-28,2023-07-13,완료,2023-07-13,745.0
P0464,S0328,중앙정부,기술사업화,기술이전 사업화 지원,300,2023-03-28,2024-11-11,진행중,2024-11-11,594.0
P0465,S1290,중앙정부,기술사업화,기술이전 사업화 지원,510,2021-01-30,2023-08-23,완료,2023-08-23,935.0
P0466,S1258,민간기업,기술사업화,기술이전 사업화 지원,500,2021-01-05,2023-06-25,완료,2023-06-25,901.0
P0467,S0440,중앙정부,인력양성,청년 디지털 일자리 사업,740,2021-04-15,2024-01-08,진행중,2024-01-08,998.0
P0468,S1786,지자체,R&D지원,디딤돌 기술개발,590,2021-04-27,2022-07-19,완료,2022-07-19,448.0
P0469,S1374,민간기업,기술사업화,실험실 특화형 창업선도대학,770,2022-02-02,2024-04-17,진행중,2024-04-17,805.0
P0470,S0804,지자체,R&D지원,미래유망 R&D 사업,800,2021-06-26,2024-04-04,진행중,2024-04-04,1013.0
P0471,S1380,공공기관,R&D지원,창업성장기술개발사업,870,2021-05-18,2022-09-30,완료,2022-09-30,500.0
P0472,S0242,중앙정부,R&D지원,산학연 Collabo R&D,890,2021-05-25,2023-04-28,완료,2023-04-28,703.0
P0473,S0796,중앙정부,R&D지원,미래유망 R&D 사업,550,2021-07-10,2023-05-19,완료,2023-05-19,678.0
P0474,S1302,지자체,위탁용역,신기술 동향 분석 용역,720,2021-06-20,2023-05-02,완료,2023-05-02,681.0
P0475,S0592,중앙정부,R&D지원,미래유망 R&D 사업,800,2021-02-24,2024-01-26,진행중,2024-01-26,1066.0
P0476,S0736,대학,기술사업화,초기창업패키지,500,2023-09-14,2025-10-08,진행중,2025-10-08,755.0
P0477,S1036,지자체,기술사업화,기술이전 사업화 지원,540,2022-12-29,2025-11-03,진행중,2025-11-03,1040.0
P0478,S0910,중앙정부,R&D지원,창업성장기술개발사업,980,2021-08-14,2022-12-06,완료,2022-12-06,479.0
P0479,S0067,중앙정부,기술사업화,초기창업패키지,1000,2022-04-14,,진행중,2023-12-31,626.0
P0480,S1521,공공기관,기술사업화,TIPS 프로그램,740,2021-04-27,2022-07-25,완료,2022-07-25,454.0
P0481,S1588,지자체,위탁용역,공공기관 시스템 구축 용역,970,2021-02-12,2023-09-28,완료,2023-09-28,958.0
P0482,S1473,중앙정부,R&D지원,미래유망 R&D 사업,140,2023-01-24,2025-11-18,진행중,2025-11-18,1029.0
P0483,S1339,공공기관,R&D지원,창업성장기술개발사업,580,2021-09-27,2023-03-17,완료,2023-03-17,536.0
P0484,S1766,공공기관,기술사업화,TIPS 프로그램,1000,2023-04-12,2024-06-07,진행중,2024-06-07,422.0
P0485,S0430,공공기관,기술사업화,실험실 특화형 창업선도대학,910,2022-09-17,2024-12-22,진행중,2024-12-22,827.0
P0486,S0877,중앙정부,R&D지원,디딤돌 기술개발,270,2023-04-05,2023-12-01,완료,2023-12-01,240.0
P0487,S1168,중앙정부,R&D지원,디딤돌 기술개발,420,2022-12-22,2024-04-14,진행중,2024-04-14,479.0
P0488,S0593,지자체,위탁용역,공공기관 시스템 구축 용역,870,2023-04-15,2024-01-17,진행중,2024-01-17,277.0
P0489,S0278,대학,인력양성,청년 디지털 일자리 사업,360,2023-06-07,2025-10-05,진행중,2025-10-05,851.0
P0490,S0260,공공기관,R&D지원,디딤돌 기술개발,920,2021-11-26,2024-09-19,진행중,2024-09-19,1028.0
P0491,S0507,공공기관,기술사업화,기술이전 사업화 지원,190,2022-08-15,2024-11-19,진행중,2024-11-19,827.0
P0492,S0551,지자체,R&D지원,창업성장기술개발사업,820,2023-03-25,2026-03-10,진행중,2026-03-10,1081.0
P0493,S1575,중앙정부,기술사업화,실험실 특화형 창업선도대학,890,2023-08-17,2026-07-30,진행중,2026-07-30,1078.0
P0494,S0756,중앙정부,기술사업화,TIPS 프로그램,1000,2023-05-18,2025-12-03,진행중,2025-12-03,930.0
P0495,S0191,공공기관,기술사업화,실험실 특화형 창업선도대학,90,2023-03-26,2025-03-22,진행중,2025-03-22,727.0
P0496,S0815,중앙정부,기술사업화,초기창업패키지,640,2021-10-02,2023-02-24,완료,2023-02-24,510.0
P0497,S1697,중앙정부,기술사업화,초기창업패키지,730,2023-05-23,2025-03-29,진행중,2025-03-29,676.0
P0498,S1615,중앙정부,기술사업화,TIPS 프로그램,60,2021-04-12,2023-07-12,완료,2023-07-12,821.0
P0499,S1606,공공기관,R&D지원,디딤돌 기술개발,570,2022-04-13,2022-10-10,완료,2022-10-10,180.0
P0500,S0877,중앙정부,기술사업화,초기창업패키지,840,2021-11-06,,완료,2023-12-31,785.0
P0501,S1791,민간기업,R&D지원,산학연 Collabo R&D,330,2021-03-26,2022-10-07,완료,2022-10-07,560.0
P0502,S1361,민간기업,R&D지원,미래유망 R&D 사업,810,2021-11-09,2024-05-20,진행중,2024-05-20,923.0
P0503,S1433,공공기관,기술사업화,TIPS 프로그램,910,2021-04-08,2021-10-06,완료,2021-10-06,181.0
P0504,S0438,중앙정부,R&D지원,디딤돌 기술개발,670,2022-11-28,2024-08-24,진행중,2024-08-24,635.0
P0505,S0020,중앙정부,R&D지원,창업성장기술개발사업,550,2022-12-12,2023-10-23,완료,2023-10-23,315.0
P0506,S0979,중앙정부,R&D지원,창업성장기술개발사업,140,2021-11-17,2023-05-27,완료,2023-05-27,556.0
P0507,S1805,중앙정부,R&D지원,디딤돌 기술개발,830,2022-11-25,2023-10-17,완료,2023-10-17,326.0
P0508,S0141,지자체,R&D지원,디딤돌 기술개발,570,2021-12-26,2024-07-02,진행중,2024-07-02,919.0
P0509,S0437,지자체,R&D지원,미래유망 R&D 사업,790,2022-12-05,2024-08-29,진행중,2024-08-29,633.0
P0510,S1762,중앙정부,위탁용역,신기술 동향 분석 용역,970,2021-05-07,2023-06-29,완료,2023-06-29,783.0
P0511,S1496,중앙정부,위탁용역,지자체 특화산업 연구용역,180,2021-09-11,2022-12-18,완료,2022-12-18,463.0
P0512,S1321,중앙정부,기술사업화,실험실 특화형 창업선도대학,1000,2023-08-22,,진행중,2023-12-31,131.0
P0513,S0055,공공기관,기술사업화,실험실 특화형 창업선도대학,270,2022-06-15,2024-08-24,진행중,2024-08-24,801.0
P0514,S1044,중앙정부,R&D지원,창업성장기술개발사업,310,2022-05-22,2023-12-18,완료,2023-12-18,575.0
P0515,S0231,중앙정부,기술사업화,TIPS 프로그램,680,2023-06-30,2010-01-01,진행중,2010-01-01,
P0516,S0740,민간기업,R&D지원,미래유망 R&D 사업,470,2022-07-14,2024-12-09,진행중,2024-12-09,879.0
P0517,S0354,공공기관,위탁용역,신기술 동향 분석 용역,30,2022-08-25,2023-05-01,완료,2023-05-01,249.0
P0518,S0029,중앙정부,R&D지원,창업성장기술개발사업,510,2022-06-03,,완료,2023-12-31,576.0
P0519,S1288,공공기관,인력양성,산학연계 인력양성,900,2022-02-16,2022-11-07,완료,2022-11-07,264.0
P0520,S1312,지자체,기술사업화,실험실 특화형 창업선도대학,110,2021-11-14,2022-08-01,완료,2022-08-01,260.0
P0521,S1048,민간기업,위탁용역,신기술 동향 분석 용역,690,2021-12-01,2023-07-04,완료,2023-07-04,580.0
P0522,S1202,지자체,펀드운용,모태펀드 자펀드 운용,830,2021-03-09,2022-07-19,완료,2022-07-19,497.0
P0523,S1431,중앙정부,위탁용역,신기술 동향 분석 용역,80,2021-09-08,2022-06-03,완료,2022-06-03,268.0
P0524,S0890,중앙정부,기술사업화,TIPS 프로그램,400,2022-11-14,,진행중,2023-12-31,412.0
P0525,S1348,공공기관,R&D지원,디딤돌 기술개발,900,2021-01-12,2021-12-25,완료,2021-12-25,347.0
P0526,S1017,대학,기술사업화,실험실 특화형 창업선도대학,220,2022-01-16,2022-11-21,완료,2022-11-21,309.0
P0527,S1536,공공기관,R&D지원,창업성장기술개발사업,990,2023-07-11,2024-02-06,진행중,2024-02-06,210.0
P0528,S0687,공공기관,R&D지원,창업성장기술개발사업,340,2022-12-31,2025-02-08,진행중,2025-02-08,770.0
P0529,S1286,중앙정부,기술사업화,실험실 특화형 창업선도대학,80,2022-05-27,2025-04-20,진행중,2025-04-20,1059.0
P0530,S1161,중앙정부,R&D지원,창업성장기술개발사업,740,2022-11-22,2025-05-30,진행중,2025-05-30,920.0
P0531,S0237,중앙정부,기술사업화,TIPS 프로그램,20,2021-09-08,,완료,2023-12-31,844.0
P0532,S0967,중앙정부,위탁용역,신기술 동향 분석 용역,50,2022-07-21,2025-04-18,진행중,2025-04-18,1002.0
P0533,S1872,공공기관,기술사업화,초기창업패키지,420,2021-09-12,2023-05-11,완료,2023-05-11,606.0
P0534,S1876,공공기관,R&D지원,창업성장기술개발사업,740,2022-01-17,2022-11-15,완료,2022-11-15,302.0
P0535,S1029,지자체,R&D지원,디딤돌 기술개발,670,2021-02-17,2022-09-30,완료,2022-09-30,590.0
P0536,S0142,민간기업,위탁용역,지자체 특화산업 연구용역,420,2021-03-30,2023-04-15,완료,2023-04-15,746.0
P0537,S0936,중앙정부,R&D지원,산학연 Collabo R&D,950,2022-09-30,2023-12-02,완료,2023-12-02,428.0
P0538,S0951,중앙정부,위탁용역,신기술 동향 분석 용역,940,2023-07-12,2025-07-20,진행중,2025-07-20,739.0
P0539,S1558,공공기관,R&D지원,미래유망 R&D 사업,40,2021-08-27,2023-08-31,완료,2023-08-31,734.0
P0540,S0710,지자체,기술사업화,TIPS 프로그램,430,2021-01-02,2023-08-17,완료,2023-08-17,957.0
P0541,S1347,중앙정부,인력양성,산학연계 인력양성,140,2021-07-30,2023-07-22,완료,2023-07-22,722.0
P0542,S0488,중앙정부,위탁용역,신기술 동향 분석 용역,920,2021-10-14,2022-07-16,완료,2022-07-16,275.0
P0543,S0090,민간기업,위탁용역,공공기관 시스템 구축 용역,530,2022-12-19,2024-07-02,진행중,2024-07-02,561.0
P0544,S0939,대학,R&D지원,창업성장기술개발사업,650,2021-05-17,2023-08-27,완료,2023-08-27,832.0
P0545,S1680,중앙정부,기술사업화,TIPS 프로그램,560,2022-11-10,2023-09-19,완료,2023-09-19,313.0
P0546,S0485,중앙정부,위탁용역,지자체 특화산업 연구용역,900,2023-05-02,,진행중,2023-12-31,243.0
P0547,S0669,중앙정부,R&D지원,창업성장기술개발사업,260,2021-05-20,,진행중,2023-12-31,955.0
P0548,S1578,지자체,R&D지원,디딤돌 기술개발,580,2022-04-23,,완료,2023-12-31,617.0
P0549,S0833,중앙정부,R&D지원,디딤돌 기술개발,580,2021-11-12,2023-08-28,완료,2023-08-28,654.0
P0550,S0543,민간기업,R&D지원,산학연 Collabo R&D,910,2022-12-15,2010-01-01,진행중,2010-01-01,
P0551,S0083,중앙정부,위탁용역,신기술 동향 분석 용역,120,2022-12-30,2024-03-08,진행중,2024-03-08,434.0
P0552,S0729,중앙정부,R&D지원,산학연 Collabo R&D,340,2023-04-20,,진행중,2023-12-31,255.0
P0553,S0064,대학,위탁용역,공공기관 시스템 구축 용역,960,2022-07-18,2023-09-26,완료,2023-09-26,435.0
P0554,S0194,중앙정부,펀드운용,대학창업펀드 조성사업,160,2021-01-13,,완료,2023-12-31,1082.0
P0555,S1701,공공기관,R&D지원,디딤돌 기술개발,520,2022-01-17,2024-06-17,진행중,2024-06-17,882.0
P0556,S1291,민간기업,R&D지원,산학연 Collabo R&D,100,2021-01-23,2021-09-26,완료,2021-09-26,246.0
P0557,S0405,민간기업,기술사업화,초기창업패키지,120,2023-07-16,2026-05-28,진행중,2026-05-28,1047.0
P0558,S1699,공공기관,R&D지원,미래유망 R&D 사업,70,2021-06-22,2023-07-29,완료,2023-07-29,767.0
P0559,S0888,공공기관,R&D지원,창업성장기술개발사업,490,2022-12-01,2024-08-08,진행중,2024-08-08,616.0
P0560,S0354,중앙정부,위탁용역,지자체 특화산업 연구용역,360,2022-04-02,2025-03-21,진행중,2025-03-21,1084.0
P0561,S0305,중앙정부,기술사업화,초기창업패키지,830,2021-10-30,2023-09-20,완료,2023-09-20,690.0
P0562,S0844,민간기업,기술사업화,TIPS 프로그램,360,2022-01-28,2010-01-01,완료,2010-01-01,
P0563,S0859,중앙정부,위탁용역,공공기관 시스템 구축 용역,320,2022-10-08,2025-07-05,진행중,2025-07-05,1001.0
P0564,S1114,공공기관,위탁용역,공공기관 시스템 구축 용역,460,2022-05-07,2024-05-13,진행중,2024-05-13,737.0
P0565,S1601,중앙정부,위탁용역,공공기관 시스템 구축 용역,420,2022-02-02,2023-05-04,완료,2023-05-04,456.0
P0566,S0369,중앙정부,기술사업화,TIPS 프로그램,1000,2021-10-15,2022-06-11,완료,2022-06-11,239.0
P0567,S1657,대학,기술사업화,초기창업패키지,210,2021-04-13,,완료,2023-12-31,992.0
P0568,S1346,중앙정부,기술사업화,TIPS 프로그램,980,2023-08-29,2024-10-06,진행중,2024-10-06,404.0
P0569,S1180,공공기관,인력양성,산학연계 인력양성,230,2021-06-30,2022-08-26,완료,2022-08-26,422.0
P0570,S1214,중앙정부,인력양성,산학연계 인력양성,760,2021-01-29,2023-07-18,완료,2023-07-18,900.0
P0571,S1435,중앙정부,기술사업화,초기창업패키지,730,2023-08-30,2024-09-05,진행중,2024-09-05,372.0
P0572,S1714,대학,위탁용역,지자체 특화산업 연구용역,700,2021-11-13,2022-11-07,완료,2022-11-07,359.0
P0573,S1005,중앙정부,R&D지원,디딤돌 기술개발,30,2022-06-24,2024-04-23,진행중,2024-04-23,669.0
P0574,S0002,중앙정부,기술사업화,초기창업패키지,440,2023-01-05,2024-01-01,진행중,2024-01-01,361.0
P0575,S1882,공공기관,위탁용역,신기술 동향 분석 용역,30,2021-06-01,2023-07-21,완료,2023-07-21,780.0
P0576,S1444,민간기업,인력양성,첨단산업 인재양성 부트캠프,470,2023-09-11,2024-05-22,진행중,2024-05-22,254.0
P0577,S0766,공공기관,기술사업화,TIPS 프로그램,440,2021-11-06,2023-03-31,완료,2023-03-31,510.0
P0578,S0280,대학,인력양성,산학연계 인력양성,820,2023-09-11,2025-07-20,진행중,2025-07-20,678.0
P0579,S1330,중앙정부,인력양성,첨단산업 인재양성 부트캠프,890,2023-06-30,2025-09-15,진행중,2025-09-15,808.0
P0580,S1612,중앙정부,기술사업화,초기창업패키지,490,2021-11-11,2024-05-30,진행중,2024-05-30,931.0
P0581,S1411,중앙정부,R&D지원,창업성장기술개발사업,900,2023-08-30,2025-10-04,진행중,2025-10-04,766.0
P0582,S0802,민간기업,인력양성,첨단산업 인재양성 부트캠프,50,2021-07-06,2023-09-10,완료,2023-09-10,796.0
P0583,S0652,민간기업,위탁용역,신기술 동향 분석 용역,820,2022-08-03,2023-05-16,완료,2023-05-16,286.0
P0584,S1017,중앙정부,인력양성,청년 디지털 일자리 사업,450,2021-11-24,2022-11-10,완료,2022-11-10,351.0
P0585,S1303,민간기업,R&D지원,산학연 Collabo R&D,580,2021-01-12,2022-04-08,완료,2022-04-08,451.0
P0586,S0430,중앙정부,R&D지원,산학연 Collabo R&D,140,2023-01-08,2023-07-08,완료,2023-07-08,181.0
P0587,S0099,중앙정부,인력양성,청년 디지털 일자리 사업,530,2022-05-20,2025-05-06,진행중,2025-05-06,1082.0
P0588,S0776,중앙정부,R&D지원,미래유망 R&D 사업,740,2022-10-29,2025-06-11,진행중,2025-06-11,956.0
P0589,S1408,중앙정부,기술사업화,TIPS 프로그램,380,2021-01-21,2022-06-11,완료,2022-06-11,506.0
P0590,S0535,대학,R&D지원,디딤돌 기술개발,490,2021-06-14,2023-12-30,완료,2023-12-30,929.0
P0591,S0154,지자체,위탁용역,신기술 동향 분석 용역,440,2022-09-01,2024-11-17,진행중,2024-11-17,808.0
P0592,S1830,중앙정부,R&D지원,디딤돌 기술개발,780,2023-07-01,2025-03-16,진행중,2025-03-16,624.0
P0593,S0322,중앙정부,R&D지원,디딤돌 기술개발,530,2022-12-15,,진행중,2023-12-31,381.0
P0594,S1479,민간기업,기술사업화,실험실 특화형 창업선도대학,390,2021-09-01,2022-06-06,완료,2022-06-06,278.0
P0595,S0102,중앙정부,기술사업화,기술이전 사업화 지원,200,2021-02-25,,완료,2023-12-31,1039.0
P0596,S0008,중앙정부,R&D지원,미래유망 R&D 사업,260,2021-04-10,2021-11-02,완료,2021-11-02,206.0
P0597,S0424,중앙정부,R&D지원,창업성장기술개발사업,610,2023-05-15,,진행중,2023-12-31,230.0
P0598,S0632,공공기관,기술사업화,실험실 특화형 창업선도대학,120,2022-10-20,2024-10-26,진행중,2024-10-26,737.0
P0599,S0794,중앙정부,위탁용역,지자체 특화산업 연구용역,240,2022-04-02,,완료,2023-12-31,638.0
P0600,S0540,중앙정부,R&D지원,산학연 Collabo R&D,730,2021-03-05,2022-02-02,완료,2022-02-02,334.0
P0601,S1541,지자체,R&D지원,산학연 Collabo R&D,700,2022-02-28,2024-10-09,진행중,2024-10-09,954.0
P0602,S1208,중앙정부,R&D지원,미래유망 R&D 사업,670,2022-03-05,2024-03-02,진행중,2024-03-02,728.0
P0603,S1408,민간기업,기술사업화,초기창업패키지,610,2021-11-03,2022-07-21,완료,2022-07-21,260.0
P0604,S0809,민간기업,인력양성,첨단산업 인재양성 부트캠프,740,2023-07-12,2025-06-20,진행중,2025-06-20,709.0
P0605,S1640,지자체,위탁용역,신기술 동향 분석 용역,160,2023-08-31,,진행중,2023-12-31,122.0
P0606,S0920,중앙정부,위탁용역,신기술 동향 분석 용역,250,2021-05-10,2021-12-19,완료,2021-12-19,223.0
P0607,S0868,중앙정부,기술사업화,초기창업패키지,810,2021-06-01,2024-03-31,진행중,2024-03-31,1034.0
P0608,S1219,중앙정부,위탁용역,신기술 동향 분석 용역,120,2022-02-02,2024-02-21,진행중,2024-02-21,749.0
P0609,S0814,지자체,위탁용역,공공기관 시스템 구축 용역,590,2023-07-29,2026-07-07,진행중,2026-07-07,1074.0
P0610,S0026,공공기관,기술사업화,기술이전 사업화 지원,150,2022-03-01,2023-01-28,완료,2023-01-28,333.0
P0611,S0304,지자체,기술사업화,TIPS 프로그램,140,2022-07-31,2025-04-04,진행중,2025-04-04,978.0
P0612,S0207,공공기관,위탁용역,지자체 특화산업 연구용역,530,2021-09-28,2023-04-23,완료,2023-04-23,572.0
P0613,S1342,중앙정부,기술사업화,TIPS 프로그램,230,2021-10-10,2023-05-25,완료,2023-05-25,592.0
P0614,S0295,지자체,기술사업화,기술이전 사업화 지원,50,2022-02-10,2025-02-04,진행중,2025-02-04,1090.0
P0615,S1801,중앙정부,R&D지원,미래유망 R&D 사업,350,2023-07-08,,진행중,2023-12-31,176.0
P0616,S0042,중앙정부,인력양성,산학연계 인력양성,360,2023-05-14,,진행중,2023-12-31,231.0
P0617,S1758,지자체,R&D지원,디딤돌 기술개발,180,2021-11-04,2024-06-02,진행중,2024-06-02,941.0
P0618,S0908,공공기관,R&D지원,미래유망 R&D 사업,780,2022-10-24,,완료,2023-12-31,433.0
P0619,S0385,중앙정부,위탁용역,지자체 특화산업 연구용역,950,2022-05-12,2024-12-24,진행중,2024-12-24,957.0
P0620,S1058,민간기업,펀드운용,모태펀드 자펀드 운용,210,2021-03-09,2022-07-20,완료,2022-07-20,498.0
P0621,S1454,지자체,R&D지원,창업성장기술개발사업,230,2021-07-17,2024-06-27,진행중,2024-06-27,1076.0
P0622,S1706,중앙정부,R&D지원,창업성장기술개발사업,590,2021-02-21,2022-08-24,완료,2022-08-24,549.0
P0623,S1444,중앙정부,R&D지원,미래유망 R&D 사업,650,2022-02-11,2024-05-21,진행중,2024-05-21,830.0
P0624,S0254,지자체,R&D지원,미래유망 R&D 사업,770,2022-04-02,2023-03-29,완료,2023-03-29,361.0
P0625,S1783,중앙정부,기술사업화,실험실 특화형 창업선도대학,210,2023-05-08,2026-05-07,진행중,2026-05-07,1095.0
P0626,S0530,공공기관,기술사업화,실험실 특화형 창업선도대학,40,2022-01-31,2022-09-18,완료,2022-09-18,230.0
P0627,S0334,민간기업,인력양성,청년 디지털 일자리 사업,290,2022-10-25,2023-12-09,완료,2023-12-09,410.0
P0628,S1388,중앙정부,기술사업화,TIPS 프로그램,1000,2023-09-18,2026-05-10,진행중,2026-05-10,965.0
P0629,S1398,중앙정부,위탁용역,공공기관 시스템 구축 용역,230,2022-09-08,2025-06-04,진행중,2025-06-04,1000.0
P0630,S0018,중앙정부,기술사업화,실험실 특화형 창업선도대학,920,2023-09-18,2026-03-12,진행중,2026-03-12,906.0
P0631,S1317,중앙정부,위탁용역,지자체 특화산업 연구용역,590,2021-09-16,2022-10-24,완료,2022-10-24,403.0
P0632,S0956,중앙정부,기술사업화,기술이전 사업화 지원,750,2021-04-15,2021-10-19,완료,2021-10-19,187.0
P0633,S1048,대학,위탁용역,지자체 특화산업 연구용역,720,2022-10-25,2024-12-21,진행중,2024-12-21,788.0
P0634,S1248,중앙정부,기술사업화,기술이전 사업화 지원,90,2021-12-11,2023-03-19,완료,2023-03-19,463.0
P0635,S1312,중앙정부,R&D지원,산학연 Collabo R&D,250,2021-06-03,2023-05-13,완료,2023-05-13,709.0
P0636,S1568,중앙정부,R&D지원,미래유망 R&D 사업,850,2021-11-24,2024-04-19,진행중,2024-04-19,877.0
P0637,S0287,공공기관,기술사업화,실험실 특화형 창업선도대학,340,2023-07-18,2025-03-17,진행중,2025-03-17,608.0
P0638,S0829,중앙정부,R&D지원,디딤돌 기술개발,440,2023-01-14,2025-07-12,진행중,2025-07-12,910.0
P0639,S0456,지자체,기술사업화,기술이전 사업화 지원,860,2022-01-03,2023-12-03,완료,2023-12-03,699.0
P0640,S0615,공공기관,펀드운용,모태펀드 자펀드 운용,240,2021-10-28,2022-08-03,완료,2022-08-03,279.0
P0641,S0965,중앙정부,R&D지원,디딤돌 기술개발,880,2023-07-11,2024-12-15,진행중,2024-12-15,523.0
P0642,S1341,중앙정부,R&D지원,산학연 Collabo R&D,540,2023-03-19,2026-03-11,진행중,2026-03-11,1088.0
P0643,S0679,중앙정부,기술사업화,기술이전 사업화 지원,160,2022-04-27,2022-12-17,완료,2022-12-17,234.0
P0644,S1775,지자체,기술사업화,TIPS 프로그램,610,2023-06-30,2024-07-13,진행중,2024-07-13,379.0
P0645,S1025,중앙정부,기술사업화,실험실 특화형 창업선도대학,530,2021-02-25,2024-02-01,진행중,2024-02-01,1071.0
P0646,S1750,중앙정부,위탁용역,지자체 특화산업 연구용역,530,2022-08-07,,진행중,2023-12-31,511.0
P0647,S1857,대학,R&D지원,디딤돌 기술개발,1000,2021-03-24,2023-02-01,완료,2023-02-01,679.0
P0648,S0682,지자체,R&D지원,창업성장기술개발사업,10,2022-04-08,2023-07-12,완료,2023-07-12,460.0
P0649,S0429,공공기관,R&D지원,디딤돌 기술개발,630,2023-03-16,2025-11-01,진행중,2025-11-01,961.0
P0650,S1597,중앙정부,기술사업화,기술이전 사업화 지원,520,2022-03-16,2024-01-13,진행중,2024-01-13,668.0
P0651,S0786,중앙정부,기술사업화,실험실 특화형 창업선도대학,20,2023-07-03,,진행중,2023-12-31,181.0
P0652,S1551,공공기관,R&D지원,창업성장기술개발사업,810,2023-01-22,2024-03-31,진행중,2024-03-31,434.0
P0653,S0464,지자체,R&D지원,디딤돌 기술개발,140,2022-01-28,2023-12-24,완료,2023-12-24,695.0
P0654,S1206,중앙정부,R&D지원,창업성장기술개발사업,390,2023-08-30,2024-12-19,진행중,2024-12-19,477.0
P0655,S0934,공공기관,기술사업화,실험실 특화형 창업선도대학,560,2023-06-29,2025-11-28,진행중,2025-11-28,883.0
P0656,S0275,중앙정부,위탁용역,지자체 특화산업 연구용역,970,2021-07-12,2022-06-25,완료,2022-06-25,348.0
P0657,S1858,민간기업,기술사업화,초기창업패키지,290,2023-01-15,2023-11-25,완료,2023-11-25,314.0
P0658,S0433,공공기관,기술사업화,초기창업패키지,160,2022-01-11,2024-07-07,진행중,2024-07-07,908.0
P0659,S1333,공공기관,R&D지원,산학연 Collabo R&D,990,2022-07-02,2024-09-27,진행중,2024-09-27,818.0
P0660,S0100,지자체,R&D지원,창업성장기술개발사업,840,2023-05-07,,완료,2023-12-31,238.0
P0661,S0099,지자체,기술사업화,기술이전 사업화 지원,160,2022-07-15,2023-09-26,완료,2023-09-26,438.0
P0662,S0972,공공기관,R&D지원,창업성장기술개발사업,390,2022-03-07,2024-07-11,진행중,2024-07-11,857.0
P0663,S0207,지자체,R&D지원,디딤돌 기술개발,540,2023-05-01,,진행중,2023-12-31,244.0
P0664,S1048,공공기관,R&D지원,창업성장기술개발사업,140,2022-05-25,2023-06-12,완료,2023-06-12,383.0
P0665,S1248,중앙정부,R&D지원,디딤돌 기술개발,460,2022-12-22,2024-08-12,진행중,2024-08-12,599.0
P0666,S0605,중앙정부,기술사업화,초기창업패키지,890,2023-08-14,2025-06-16,진행중,2025-06-16,672.0
P0667,S0678,중앙정부,R&D지원,창업성장기술개발사업,150,2023-05-06,2025-06-11,진행중,2025-06-11,767.0
P0668,S1371,중앙정부,위탁용역,공공기관 시스템 구축 용역,100,2023-01-11,2025-07-19,진행중,2025-07-19,920.0
P0669,S0208,민간기업,기술사업화,기술이전 사업화 지원,380,2021-09-28,,완료,2023-12-31,824.0
P0670,S0103,중앙정부,R&D지원,창업성장기술개발사업,380,2022-01-04,2024-09-30,진행중,2024-09-30,1000.0
P0671,S1387,중앙정부,인력양성,청년 디지털 일자리 사업,980,2023-07-01,2024-02-12,진행중,2024-02-12,226.0
P0672,S0020,민간기업,기술사업화,초기창업패키지,430,2022-01-02,2025-01-01,진행중,2025-01-01,1095.0
P0673,S0897,대학,R&D지원,창업성장기술개발사업,480,2023-04-15,2024-09-26,진행중,2024-09-26,530.0
P0674,S0375,중앙정부,기술사업화,기술이전 사업화 지원,350,2023-05-06,2024-11-30,진행중,2024-11-30,574.0
P0675,S1413,민간기업,인력양성,첨단산업 인재양성 부트캠프,220,2021-04-26,2022-03-07,완료,2022-03-07,315.0
P0676,S1426,공공기관,위탁용역,신기술 동향 분석 용역,140,2022-03-03,2024-04-25,진행중,2024-04-25,784.0
P0677,S0989,공공기관,기술사업화,초기창업패키지,790,2022-01-24,2024-09-27,진행중,2024-09-27,977.0
P0678,S0735,지자체,위탁용역,공공기관 시스템 구축 용역,170,2022-05-10,2024-03-19,진행중,2024-03-19,679.0
P0679,S0232,민간기업,기술사업화,TIPS 프로그램,340,2022-11-02,2024-03-17,진행중,2024-03-17,501.0
P0680,S0026,공공기관,기술사업화,초기창업패키지,860,2023-06-14,2024-11-21,진행중,2024-11-21,526.0
