자회사ID,모회사ID,설립유형,대표이사유형,기업인증현황,분야별현황,업종별현황,운영현황,설립연월,업력,매출액,당기순이익
S0909,H034,단독설립,교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2012-06,12,0,-144
S0910,H081,단독설립,전문경영인(창업자),벤처기업,BT,제조업,투자회수(전액),2021-10,3,0,0
S0911,H076,단독설립,기타,연구소기업,BT,전문과학및기술서비스업,정상운영,2022-09,2,0,-67
S0912,H026,단독설립,교수창업,해당없음,해당없음,정보통신업,정상운영,2020-11,4,0,-11
S0913,H055,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2017-05,7,337,-148
S0914,H015,지분편입(지분매수),기타,벤처기업,BT,제조업,정상운영,2020-09,4,816,44
S0915,H070,단독설립,교수창업,연구소기업,BT,제조업,정상운영,2016-09,8,0,-29
S0916,H029,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,NT,제조업,정상운영,2020-05,4,0,-132
S0917,H083,지분편입(유상증자),교수창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2023-12,1,0,-101
S0918,H020,합작설립,교수창업,벤처기업,IT,정보통신업,정상운영,2019-01,5,0,-127
S0919,H035,합작설립,교수창업,신기술창업전문회사,BT,도매및소매업,정상운영,2017-03,7,0,-119
S0920,H019,지분편입(지분매수),교수창업,연구소기업,BT,정보통신업,폐업(청산),2018-02,6,0,0
S0921,H010,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,해당없음,전문과학및기술서비스업,정상운영,2021-12,3,2122,40
S0922,H008,단독설립,전문경영인(창업자),벤처기업,BT,제조업,정상운영,2020-12,4,0,-21
S0923,H022,단독설립,교수창업,연구소기업,ET,제조업,정상운영,2017-12,7,265,12
S0924,H040,지분편입(지분매수),전문경영인(창업자),연구소기업,NT,기타,정상운영,2019-06,5,0,-59
S0925,H077,지분편입(지분매수),전문경영인(창업자),연구소기업,IT,전문과학및기술서비스업,정상운영,2021-06,3,2077,137
S0926,H073,단독설립,학생창업,연구소기업,IT,정보통신업,정상운영,2023-08,1,485,-137
S0927,H037,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2019-12,5,0,-98
S0928,H057,합작설립,전문경영인(파트너기업겸직파견등),벤처기업,IT,정보통신업,정상운영,2021-04,3,1109,-15
S0929,H016,지분편입(유상증자),전문경영인(창업자),연구소기업,해당없음,제조업,정상운영,2018-03,6,0,-95
S0930,H060,단독설립,기타,해당없음,BT,정보통신업,정상운영,2018-06,6,0,-126
S0931,H039,단독설립,무응답,연구소기업,BT,제조업,정상운영,2020-08,4,0,-72
S0932,H052,단독설립,교수창업,해당없음,IT,교육서비스업,정상운영,2019-04,5,2125,-138
S0933,H035,지분편입(유상증자),전문경영인(창업자),벤처기업,BT,전문과학및기술서비스업,투자회수(전액),2019-08,5,0,0
S0934,H065,단독설립,교수창업,연구소기업,IT,정보통신업,정상운영,2019-06,5,646,-38
S0935,H070,합작설립,전문경영인(창업자),해당없음,IT,제조업,폐업(청산),2019-06,5,0,0
S0936,H064,지분편입(지분매수),학생창업,벤처기업,BT,제조업,정상운영,2016-04,8,1466,-46
S0937,H057,단독설립,무응답,벤처기업,IT,정보통신업,정상운영,2021-11,3,0,-82
S0938,H011,지분편입(유상증자),학생창업,해당없음,BT,전문과학및기술서비스업,정상운영,2020-12,4,1538,-63
S0939,H077,단독설립,전문경영인(창업자),벤처기업,해당없음,정보통신업,정상운영,2018-05,6,739,114
S0940,H006,지분편입(지분매수),교수창업,벤처기업,IT,제조업,정상운영,2023-05,1,2151,-69
S0941,H056,지분편입(지분매수),교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2022-10,2,1862,-123
S0942,H042,합작설립,전문경영인(창업자),벤처기업,BT,정보통신업,정상운영,2018-12,6,195,-129
S0943,H078,지분편입(지분매수),교수창업,벤처기업,ET,정보통신업,정상운영,2023-01,1,1199,-41
S0944,H033,단독설립,학생창업,연구소기업,BT,제조업,정상운영,2012-03,12,0,-35
S0945,H004,단독설립,무응답,연구소기업,해당없음,기타,정상운영,2017-02,7,849,93
S0946,H012,지분편입(유상증자),교수창업,해당없음,BT,제조업,정상운영,2017-11,7,1176,70
S0947,H030,합작설립,교수창업,벤처기업,IT,제조업,정상운영,2019-07,5,0,-33
S0948,H074,단독설립,교수창업,연구소기업,IT,제조업,정상운영,2017-07,7,0,-125
S0949,H076,합작설립,전문경영인(창업자),연구소기업,CT,제조업,정상운영,2019-07,5,1838,115
S0950,H003,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,IT,기타,정상운영,2018-08,6,399,-103
S0951,H035,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2023-01,1,0,-38
S0952,H074,단독설립,교수창업,연구소기업,IT,제조업,정상운영,2020-09,4,1580,-115
S0953,H006,단독설립,교수창업,연구소기업,NT,제조업,정상운영,2011-01,13,1910,2
S0954,H023,단독설립,기타,벤처기업,IT,정보통신업,정상운영,2013-09,11,0,-75
S0955,H061,단독설립,교수창업,벤처기업,BT,정보통신업,정상운영,2019-06,5,0,-103
S0956,H067,지분편입(지분매수),전문경영인(창업자),연구소기업,NT,전문과학및기술서비스업,정상운영,2018-01,6,0,-86
S0957,H084,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,IT,제조업,정상운영,2009-10,15,1126,-20
S0958,H057,지분편입(지분매수),교수창업,해당없음,IT,정보통신업,정상운영,2017-07,7,0,-91
S0959,H036,합작설립,교수창업,신기술창업전문회사,해당없음,전문과학및기술서비스업,정상운영,2022-01,2,25,-121
S0960,H024,단독설립,전문경영인(창업자),해당없음,BT,제조업,정상운영,2009-09,15,0,-106
S0961,H075,단독설립,교수창업,연구소기업,IT,정보통신업,정상운영,2019-06,5,1435,-84
S0962,H056,단독설립,전문경영인(창업자),해당없음,IT,제조업,정상운영,2013-09,11,0,-32
S0963,H082,지분편입(지분매수),교수창업,해당없음,해당없음,정보통신업,정상운영,2010-08,14,104,-54
S0964,H063,지분편입(지분매수),학생창업,벤처기업,IT,정보통신업,정상운영,2023-05,1,1225,19
S0965,H012,지분편입(지분매수),전문경영인(창업자),연구소기업,BT,정보통신업,정상운영,2021-10,3,186,-91
S0966,H061,지분편입(지분매수),무응답,벤처기업,해당없음,정보통신업,정상운영,2019-06,5,0,-70
S0967,H045,합작설립,전문경영인(창업자),연구소기업,IT,정보통신업,정상운영,2018-11,6,872,-91
S0968,H053,합작설립,전문경영인(창업자),연구소기업,BT,정보통신업,정상운영,2022-02,2,0,-139
S0969,H043,단독설립,기타,해당없음,IT,제조업,정상운영,2021-12,3,1190,-75
S0970,H042,지분편입(지분매수),학생창업,해당없음,BT,제조업,정상운영,2016-02,8,0,-118
S0971,H014,지분편입(지분매수),교수창업,해당없음,BT,제조업,정상운영,2020-10,4,0,-72
S0972,H021,지분편입(지분매수),교수창업,벤처기업,BT,정보통신업,정상운영,2015-02,9,858,-12
S0973,H043,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2014-09,10,0,-36
S0974,H053,단독설립,교수창업,벤처기업,IT,정보통신업,정상운영,2009-02,15,0,-41
S0975,H064,지분편입(지분매수),교수창업,해당없음,BT,기타,정상운영,2017-09,7,671,-33
S0976,H037,지분편입(유상증자),전문경영인(파트너기업겸직파견등),해당없음,BT,제조업,정상운영,2019-03,5,0,-85
S0977,H052,지분편입(지분매수),전문경영인(창업자),해당없음,IT,제조업,투자회수(일부),2009-09,15,0,0
S0978,H071,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,IT,제조업,정상운영,2019-02,5,1611,-82
S0979,H005,단독설립,학생창업,벤처기업,BT,정보통신업,정상운영,2010-10,14,1889,-86
S0980,H059,지분편입(지분매수),기타,연구소기업,BT,제조업,정상운영,2023-08,1,0,-80
S0981,H012,단독설립,기타,벤처기업,CT,전문과학및기술서비스업,정상운영,2022-10,2,0,-76
S0982,H041,지분편입(유상증자),전문경영인(창업자),해당없음,IT,제조업,정상운영,2018-11,6,566,-13
S0983,H033,단독설립,교수창업,벤처기업,ET,전문과학및기술서비스업,정상운영,2023-04,1,1311,-122
S0984,H042,단독설립,무응답,해당없음,BT,전문과학및기술서비스업,정상운영,2021-02,3,0,-15
S0985,H015,단독설립,교수창업,연구소기업,BT,교육서비스업,정상운영,2014-11,10,0,-138
S0986,H052,단독설립,기타,벤처기업,BT,제조업,투자회수(전액),2023-07,1,0,0
S0987,H066,합작설립,기타,연구소기업,IT,제조업,정상운영,2021-05,3,0,-55
S0988,H001,지분편입(지분매수),교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2022-08,2,0,-132
S0989,H070,단독설립,전문경영인(창업자),연구소기업,ET,정보통신업,정상운영,2023-08,1,0,-120
S0990,H060,합작설립,전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2009-12,15,0,-130
S0991,H053,단독설립,교수창업,연구소기업,ET,제조업,정상운영,2016-03,8,0,-44
S0992,H007,합작설립,전문경영인(창업자),해당없음,BT,제조업,정상운영,2023-11,1,146,-93
S0993,H025,합작설립,교수창업,연구소기업,BT,제조업,정상운영,2022-06,2,0,-60
S0994,H067,지분편입(유상증자),전문경영인(창업자),연구소기업,NT,정보통신업,정상운영,2021-02,3,750,-69
S0995,H047,지분편입(지분매수),교수창업,연구소기업,IT,제조업,투자회수(전액),2016-03,8,0,0
S0996,H080,합작설립,무응답,연구소기업,BT,기타,정상운영,2022-11,2,0,-55
S0997,H064,지분편입(지분매수),학생창업,연구소기업,ET,정보통신업,정상운영,2015-10,9,1864,152
S0998,H081,합작설립,교수창업,해당없음,해당없음,전문과학및기술서비스업,정상운영,2018-06,6,0,-78
S0999,H057,합작설립,교수창업,연구소기업,IT,제조업,정상운영,2021-08,3,0,-137
S1000,H007,지분편입(지분매수),교수창업,해당없음,ET,제조업,정상운영,2018-09,6,643,125
S1001,H027,단독설립,전문경영인(파트너기업겸직파견등),해당없음,ET,정보통신업,정상운영,2020-12,4,0,-53
S1002,H035,합작설립,전문경영인(파트너기업겸직파견등),해당없음,NT,제조업,정상운영,2023-12,1,0,-75
S1003,H071,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2019-07,5,1351,3
S1004,H017,합작설립,전문경영인(창업자),연구소기업,BT,제조업,정상운영,2021-01,3,0,-143
S1005,H037,단독설립,전문경영인(창업자),해당없음,해당없음,정보통신업,정상운영,2023-07,1,0,-67
S1006,H057,단독설립,전문경영인(창업자),연구소기업,NT,제조업,투자회수(전액),2020-10,4,0,0
S1007,H063,합작설립,학생창업,해당없음,IT,정보통신업,휴업,2023-05,1,0,0
S1008,H016,지분편입(지분매수),무응답,벤처기업,해당없음,제조업,정상운영,2019-01,5,0,-37
S1009,H004,단독설립,교수창업,연구소기업,해당없음,정보통신업,정상운영,2019-10,5,353,-52
S1010,H081,합작설립,교수창업,해당없음,BT,도매및소매업,정상운영,2018-07,6,0,-11
S1011,H078,단독설립,교수창업,연구소기업,ET,전문과학및기술서비스업,정상운영,2021-01,3,203,114
S1012,H031,합작설립,학생창업,해당없음,ET,정보통신업,정상운영,2017-01,7,1917,-76
S1013,H021,단독설립,학생창업,벤처기업,ET,제조업,정상운영,2019-04,5,0,-7
S1014,H040,합작설립,전문경영인(창업자),연구소기업,IT,기타,정상운영,2022-06,2,0,-92
S1015,H071,합작설립,전문경영인(창업자),해당없음,IT,전문과학및기술서비스업,폐업(청산),2016-07,8,0,0
S1016,H002,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,CT,제조업,정상운영,2021-03,3,1526,-132
S1017,H071,지분편입(지분매수),학생창업,해당없음,BT,제조업,정상운영,2017-05,7,1706,-49
S1018,H053,단독설립,전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2018-04,6,0,-129
S1019,H012,지분편입(지분매수),학생창업,해당없음,NT,정보통신업,정상운영,2017-10,7,0,-36
S1020,H029,합작설립,무응답,연구소기업,IT,교육서비스업,정상운영,2022-11,2,2146,-109
S1021,H015,지분편입(지분매수),학생창업,해당없음,BT,전문과학및기술서비스업,정상운영,2020-06,4,1300,113
S1022,H060,단독설립,전문경영인(창업자),해당없음,해당없음,전문과학및기술서비스업,정상운영,2022-09,2,2050,-99
S1023,H016,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2018-08,6,1023,-118
S1024,H083,합작설립,기타,벤처기업,BT,제조업,정상운영,2023-11,1,0,-115
S1025,H020,지분편입(지분매수),기타,해당없음,BT,제조업,정상운영,2008-11,16,1509,133
S1026,H064,단독설립,교수창업,연구소기업,ET,제조업,정상운영,2020-04,4,0,-122
S1027,H038,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2019-10,5,0,-21
S1028,H066,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2019-06,5,2028,25
S1029,H035,지분편입(지분매수),학생창업,벤처기업,BT,제조업,정상운영,2017-12,7,0,-42
S1030,H054,합작설립,교수창업,해당없음,IT,제조업,정상운영,2022-10,2,373,-35
S1031,H062,지분편입(지분매수),교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2018-03,6,0,-71
S1032,H061,합작설립,교수창업,연구소기업,IT,교육서비스업,정상운영,2019-04,5,1717,-102
S1033,H032,합작설립,교수창업,이노비즈기업,IT,제조업,정상운영,2021-03,3,0,-26
S1034,H059,단독설립,전문경영인(창업자),벤처기업,ET,전문과학및기술서비스업,정상운영,2019-04,5,0,-98
S1035,H071,합작설립,무응답,해당없음,NT,제조업,정상운영,2017-05,7,992,-83
S1036,H019,단독설립,기타,해당없음,BT,기타,정상운영,2018-03,6,0,-52
S1037,H050,단독설립,교수창업,해당없음,NT,정보통신업,정상운영,2017-02,7,0,-93
S1038,H025,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2023-01,1,1319,24
S1039,H077,지분편입(유상증자),전문경영인(파트너기업겸직파견등),연구소기업,IT,정보통신업,정상운영,2017-09,7,0,-31
S1040,H066,단독설립,전문경영인(창업자),해당없음,BT,정보통신업,정상운영,2018-10,6,1805,-55
S1041,H018,단독설립,무응답,연구소기업,IT,제조업,정상운영,2020-01,4,1819,-125
S1042,H009,지분편입(지분매수),학생창업,해당없음,IT,제조업,투자회수(전액),2019-03,5,0,0
S1043,H036,합작설립,교수창업,연구소기업,해당없음,제조업,정상운영,2019-09,5,643,-30
S1044,H054,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2021-06,3,513,114
S1045,H044,단독설립,교수창업,연구소기업,ET,정보통신업,정상운영,2023-02,1,2092,4
S1046,H065,단독설립,전문경영인(창업자),해당없음,BT,전문과학및기술서비스업,정상운영,2019-06,5,727,83
S1047,H035,단독설립,교수창업,벤처기업,IT,정보통신업,정상운영,2021-06,3,2070,-87
S1048,H001,합작설립,교수창업,연구소기업,IT,도매및소매업,폐업(청산),2021-04,3,0,0
S1049,H037,단독설립,학생창업,연구소기업,해당없음,제조업,정상운영,2020-11,4,0,-68
S1050,H039,단독설립,학생창업,벤처기업,ET,정보통신업,정상운영,2021-04,3,0,-106
S1051,H076,지분편입(지분매수),학생창업,연구소기업,BT,전문과학및기술서비스업,정상운영,2020-04,4,0,-86
S1052,H075,지분편입(지분매수),기타,연구소기업,IT,정보통신업,정상운영,2020-05,4,0,-30
S1053,H063,단독설립,학생창업,연구소기업,ET,전문과학및기술서비스업,정상운영,2022-03,2,0,-82
S1054,H020,지분편입(유상증자),교수창업,연구소기업,IT,제조업,투자회수(일부),2019-07,5,0,0
S1055,H058,단독설립,교수창업,벤처기업,BT,기타,정상운영,2017-05,7,0,-56
S1056,H069,단독설립,학생창업,연구소기업,IT,제조업,정상운영,2018-04,6,1126,-108
S1057,H062,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,BT,전문과학및기술서비스업,정상운영,2020-04,4,256,-17
S1058,H045,합작설립,교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2020-06,4,0,-74
S1059,H043,합작설립,교수창업,해당없음,IT,정보통신업,투자회수(일부),2023-01,1,0,0
S1060,H071,단독설립,기타,연구소기업,해당없음,제조업,정상운영,2017-03,7,0,-108
S1061,H070,지분편입(유상증자),교수창업,해당없음,BT,제조업,정상운영,2023-08,1,293,-149
S1062,H049,합작설립,학생창업,연구소기업,IT,정보통신업,정상운영,2009-02,15,642,-17
S1063,H059,지분편입(지분매수),교수창업,연구소기업,IT,정보통신업,정상운영,2023-07,1,0,-11
S1064,H042,지분편입(지분매수),학생창업,연구소기업,IT,정보통신업,정상운영,2023-01,1,0,-128
S1065,H025,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2022-08,2,2173,-81
S1066,H031,단독설립,전문경영인(창업자),연구소기업,BT,전문과학및기술서비스업,정상운영,2019-12,5,0,-70
S1067,H074,단독설립,학생창업,해당없음,ET,제조업,정상운영,2016-12,8,0,-95
S1068,H050,단독설립,교수창업,연구소기업,NT,제조업,정상운영,2023-04,1,0,-92
S1069,H030,합작설립,전문경영인(창업자),기타,IT,정보통신업,정상운영,2018-07,6,428,45
S1070,H053,합작설립,기타,해당없음,BT,제조업,정상운영,2019-01,5,738,-38
S1071,H006,합작설립,무응답,해당없음,IT,전문과학및기술서비스업,정상운영,2019-08,5,1858,-75
S1072,H041,지분편입(지분매수),기타,연구소기업,해당없음,정보통신업,정상운영,2022-08,2,0,-44
S1073,H061,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2018-07,6,0,-62
S1074,H049,합작설립,교수창업,벤처기업,BT,정보통신업,정상운영,2019-04,5,0,-24
S1075,H050,지분편입(지분매수),기타,해당없음,NT,제조업,정상운영,2018-04,6,0,-29
S1076,H084,합작설립,학생창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2022-07,2,2130,-63
S1077,H020,합작설립,교수창업,벤처기업,해당없음,전문과학및기술서비스업,폐업(청산),2016-10,8,0,0
S1078,H064,지분편입(유상증자),교수창업,연구소기업,해당없음,정보통신업,정상운영,2023-02,1,79,60
S1079,H005,단독설립,교수창업,기타,IT,전문과학및기술서비스업,정상운영,2019-02,5,1992,145
S1080,H017,단독설립,전문경영인(창업자),연구소기업,BT,제조업,폐업(청산),2014-03,10,0,0
S1081,H065,합작설립,기타,벤처기업,BT,전문과학및기술서비스업,정상운영,2019-09,5,0,-22
S1082,H076,합작설립,학생창업,해당없음,IT,제조업,정상운영,2019-10,5,939,-5
S1083,H043,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2018-12,6,1792,-23
S1084,H013,지분편입(지분매수),교수창업,벤처기업,BT,정보통신업,정상운영,2017-09,7,1004,-102
S1085,H057,합작설립,교수창업,벤처기업,IT,제조업,정상운영,2017-02,7,0,-106
S1086,H013,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,BT,전문과학및기술서비스업,정상운영,2021-03,3,1470,147
S1087,H068,단독설립,무응답,해당없음,IT,제조업,정상운영,2023-04,1,0,-5
S1088,H059,지분편입(지분매수),기타,연구소기업,ET,정보통신업,정상운영,2015-02,9,0,-10
S1089,H002,단독설립,전문경영인(파트너기업겸직파견등),해당없음,IT,제조업,정상운영,2023-08,1,0,-54
S1090,H019,지분편입(지분매수),전문경영인(파트너기업겸직파견등),이노비즈기업,IT,정보통신업,정상운영,2022-12,2,0,-56
S1091,H053,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2011-10,13,94,-50
S1092,H084,합작설립,학생창업,해당없음,IT,제조업,정상운영,2020-06,4,0,-100
S1093,H020,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2021-12,3,0,-62
S1094,H010,단독설립,전문경영인(창업자),연구소기업,ET,제조업,정상운영,2017-06,7,0,-144
S1095,H061,단독설립,기타,연구소기업,BT,정보통신업,정상운영,2015-07,9,0,-73
S1096,H034,지분편입(유상증자),학생창업,신기술창업전문회사,BT,전문과학및기술서비스업,정상운영,2018-04,6,0,-75
S1097,H044,지분편입(지분매수),전문경영인(창업자),해당없음,BT,기타,정상운영,2013-04,11,232,-110
S1098,H080,지분편입(지분매수),전문경영인(창업자),해당없음,BT,제조업,정상운영,2018-02,6,0,-20
S1099,H051,단독설립,교수창업,신기술창업전문회사,BT,전문과학및기술서비스업,정상운영,2022-09,2,0,-114
S1100,H084,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2023-06,1,0,-94
S1101,H011,단독설립,교수창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2021-08,3,0,-13
S1102,H043,단독설립,교수창업,기타,BT,제조업,정상운영,2021-05,3,638,-124
S1103,H069,합작설립,학생창업,연구소기업,BT,제조업,정상운영,2018-09,6,1085,-114
S1104,H049,합작설립,교수창업,신기술창업전문회사,IT,제조업,정상운영,2021-02,3,2029,-100
S1105,H041,지분편입(유상증자),전문경영인(창업자),벤처기업,ET,제조업,정상운영,2020-08,4,0,-99
S1106,H081,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2021-01,3,555,-103
S1107,H063,합작설립,교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2012-01,12,0,-49
S1108,H070,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2022-07,2,0,-19
S1109,H005,단독설립,교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2017-07,7,1768,-91
S1110,H080,지분편입(지분매수),학생창업,해당없음,IT,제조업,휴업,2010-07,14,0,0
S1111,H009,단독설립,기타,벤처기업,IT,제조업,정상운영,2016-02,8,0,-1
S1112,H031,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2022-06,2,2047,15
S1113,H081,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2021-06,3,0,-6
S1114,H037,단독설립,교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2023-05,1,0,-15
S1115,H030,합작설립,교수창업,연구소기업,IT,제조업,정상운영,2021-02,3,0,-88
S1116,H012,합작설립,전문경영인(창업자),벤처기업,BT,제조업,정상운영,2018-07,6,1741,-89
S1117,H056,지분편입(지분매수),교수창업,해당없음,NT,제조업,정상운영,2023-11,1,1861,-78
S1118,H013,단독설립,교수창업,벤처기업,BT,도매및소매업,정상운영,2018-05,6,0,-19
S1119,H082,단독설립,교수창업,기타,ET,제조업,정상운영,2017-04,7,458,83
S1120,H013,지분편입(유상증자),무응답,해당없음,CT,제조업,정상운영,2019-12,5,1946,68
S1121,H057,단독설립,전문경영인(창업자),해당없음,NT,교육서비스업,정상운영,2022-02,2,590,-31
S1122,H022,단독설립,기타,벤처기업,BT,전문과학및기술서비스업,정상운영,2021-11,3,1066,8
S1123,H039,단독설립,전문경영인(창업자),벤처기업,BT,제조업,정상운영,2018-11,6,1262,-75
S1124,H004,지분편입(지분매수),교수창업,연구소기업,IT,기타,정상운영,2008-07,16,448,83
S1125,H006,단독설립,전문경영인(창업자),연구소기업,BT,전문과학및기술서비스업,정상운영,2009-08,15,260,-129
S1126,H042,단독설립,전문경영인(창업자),해당없음,해당없음,제조업,정상운영,2019-01,5,0,-102
S1127,H008,단독설립,학생창업,벤처기업,IT,전문과학및기술서비스업,정상운영,2017-05,7,369,7
S1128,H038,단독설립,전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2022-12,2,1000,-96
S1129,H046,단독설립,전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2018-11,6,1852,-20
S1130,H048,합작설립,교수창업,해당없음,CT,제조업,정상운영,2015-06,9,0,-42
S1131,H056,지분편입(지분매수),교수창업,연구소기업,ET,도매및소매업,정상운영,2023-01,1,2048,-69
S1132,H019,지분편입(지분매수),전문경영인(창업자),연구소기업,BT,제조업,정상운영,2022-03,2,0,-82
S1133,H032,단독설립,교수창업,해당없음,IT,제조업,투자회수(전액),2019-04,5,0,0
S1134,H068,단독설립,교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2008-03,16,637,73
S1135,H053,지분편입(지분매수),교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2023-10,1,0,-54
S1136,H073,지분편입(지분매수),교수창업,해당없음,IT,정보통신업,정상운영,2022-01,2,2051,60
S1137,H024,지분편입(지분매수),무응답,연구소기업,IT,정보통신업,정상운영,2017-03,7,0,-134
S1138,H022,지분편입(지분매수),교수창업,연구소기업,IT,정보통신업,정상운영,2018-09,6,0,-95
S1139,H023,지분편입(지분매수),학생창업,해당없음,IT,제조업,정상운영,2022-03,2,0,-49
S1140,H011,단독설립,교수창업,벤처기업,IT,정보통신업,정상운영,2018-03,6,0,-31
S1141,H079,단독설립,교수창업,해당없음,IT,교육서비스업,정상운영,2016-12,8,1554,-95
S1142,H049,단독설립,교수창업,해당없음,해당없음,정보통신업,정상운영,2013-08,11,2208,83
S1143,H080,단독설립,전문경영인(창업자),벤처기업,BT,제조업,정상운영,2017-01,7,0,-29
S1144,H031,지분편입(지분매수),교수창업,해당없음,BT,정보통신업,정상운영,2018-01,6,0,-73
S1145,H064,합작설립,교수창업,해당없음,IT,정보통신업,정상운영,2019-10,5,0,-54
S1146,H075,합작설립,교수창업,해당없음,IT,정보통신업,정상운영,2022-04,2,0,-139
S1147,H019,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2012-12,12,0,-42
S1148,H030,지분편입(지분매수),전문경영인(창업자),신기술창업전문회사,BT,정보통신업,정상운영,2019-11,5,0,-146
S1149,H060,단독설립,학생창업,해당없음,IT,제조업,정상운영,2018-05,6,2088,120
S1150,H082,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2018-06,6,653,18
S1151,H033,지분편입(지분매수),교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-10,4,824,96
S1152,H059,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,IT,정보통신업,폐업(청산),2021-07,3,0,0
S1153,H033,단독설립,교수창업,이노비즈기업,IT,제조업,정상운영,2023-03,1,744,46
S1154,H002,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2018-07,6,1449,128
S1155,H060,지분편입(지분매수),전문경영인(창업자),연구소기업,BT,제조업,정상운영,2018-03,6,1563,-143
S1156,H037,단독설립,학생창업,벤처기업,해당없음,전문과학및기술서비스업,투자회수(일부),2023-03,1,0,0
S1157,H070,단독설립,전문경영인(창업자),연구소기업,BT,전문과학및기술서비스업,정상운영,2016-09,8,0,-143
S1158,H021,지분편입(지분매수),학생창업,해당없음,IT,정보통신업,정상운영,2021-03,3,0,-114
S1159,H010,합작설립,무응답,해당없음,BT,제조업,정상운영,2019-12,5,0,-73
S1160,H057,단독설립,전문경영인(창업자),연구소기업,ET,제조업,정상운영,2019-11,5,1903,30
S1161,H045,단독설립,교수창업,해당없음,IT,제조업,정상운영,2016-03,8,0,-106
S1162,H076,단독설립,전문경영인(창업자),해당없음,해당없음,정보통신업,정상운영,2018-06,6,0,-39
S1163,H039,합작설립,교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-02,4,0,-148
S1164,H082,지분편입(지분매수),기타,연구소기업,IT,제조업,정상운영,2021-03,3,47,-126
S1165,H055,단독설립,전문경영인(창업자),해당없음,BT,전문과학및기술서비스업,정상운영,2019-01,5,0,-76
S1166,H033,단독설립,교수창업,해당없음,BT,제조업,정상운영,2019-08,5,0,-120
S1167,H059,지분편입(지분매수),전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2020-04,4,26,-89
S1168,H039,단독설립,교수창업,연구소기업,IT,정보통신업,폐업(청산),2018-05,6,0,0
S1169,H026,합작설립,교수창업,연구소기업,CT,정보통신업,정상운영,2019-07,5,1137,37
S1170,H050,지분편입(지분매수),교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-11,4,209,-7
S1171,H062,합작설립,학생창업,기타,BT,도매및소매업,정상운영,2013-06,11,357,91
