자회사ID,모회사ID,설립유형,대표이사유형,기업인증현황,분야별현황,업종별현황,운영현황,설립연월,업력,매출액,당기순이익
S0990,H060,합작설립,전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2009-12,15,0백만원,-130.0
S0991,H053,단독설립,교수창업,연구소기업,ET,제조업,정상운영,2016-03,8,,-44.0
S0992,H007,합작설립,전문경영인(창업자),해당없음,BT,제조업,정상운영,2023-11,1,146백만원,-93.0
S0993,H025,합작설립,교수창업,연구소기업,BT,제조업,정상운영,2022-06,2,0백만원,-60.0
S0994,H067,지분편입(유상증자),전문경영인(창업자),연구소기업,NT,정보통신업,정상운영,2021-02,3,750백만원,-69.0
S0995,H047,지분편입(지분매수),교수창업,연구소기업,IT,제조업,투자회수(전액),2016-03,8,0백만원,0.0
S0996,H080,합작설립,무응답,연구소기업, iT ,기타,정상운영,2022-11,2,0백만원,
S0997,H064,지분편입(지분매수),학생창업,연구소기업,ET,정보통신업,정상운영,2015-10,9,"1,864백만원",152.0
S0998,H081,합작설립,교수창업,해당없음,해당없음,전문과학및기술서비스업,정상운영,2018-06,6,0백만원,-78.0
S0999,H057,합작설립,교수창업,연구소기업,IT,제조업,정상운영,2021-08,3,,
S1000,H007,지분편입(지분매수),교수창업,해당없음,ET,제조업,정상운영,2018-09,6,643백만원,125.0
S1001,H027,단독설립,전문경영인(파트너기업겸직파견등),해당없음,ET,정보통신업,정상운영,2020-12,4,,-53.0
S1002,H035,합작설립,전문경영인(파트너기업겸직파견등),해당없음,NT,제조업,정상운영,2023-12,1,0백만원,
S1003,H071,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2019-07,5,"1,351백만원",3.0
S1004,H017,합작설립,전문경영인(창업자),연구소기업,BT,제조업,정상운영,2021-01,3,0백만원,-143.0
S1005,H037,단독설립,전문경영인(창업자),해당없음,해당없음,정보통신업,정상운영,2023-07,1,,-67.0
S1006,H057,단독설립,전문경영인(창업자),연구소기업,NT,제조업,투자회수(전액),2020-10,4,0백만원,0.0
S1007,H063,합작설립,학생창업,해당없음,IT,정보통신업,휴업,2023-05,1,0백만원,0.0
S1008,H016,지분편입(지분매수),무응답,벤처기업,해당없음,제조업,정상운영,2019-01,5,0백만원,-37.0
S1009,H004,단독설립,교수창업,연구소기업,해당없음, 제 조 업 ,정상운영,2019-10,5,353백만원,-52.0
S1010,H081,합작설립,교수창업,해당없음,BT,도매및소매업,정상운영,2018-07,6,0백만원,-11.0
S1011,H078,단독설립,교수창업,연구소기업,ET,전문과학및기술서비스업,정상운영,2021-01,3,,114.0
S1012,H031,합작설립,학생창업,해당없음,ET,정보통신업,정상운영,2017-01,7,"1,917백만원",-76.0
S1013,H021,단독설립,학생창업,벤처기업,ET,제조업,정상운영,2019-04,5,0백만원,-7.0
S1014,H040,합작설립,전문경영인(창업자),연구소기업,IT,기타,정상운영,2022-06,2,0백만원,-92.0
S1015,H071,합작설립,전문경영인(창업자),해당없음,IT,전문과학및기술서비스업,폐업(청산),2016-07,8,0백만원,0.0
S1016,H002,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,CT,제조업,정상운영,2021-03,3,"1,526백만원",-132.0
S1017,H071,지분편입(지분매수),학생창업,해당없음,BT,제조업,정상운영,2017-05,7,"1,706백만원",-49.0
S1018,H053,단독설립,전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2018-04,6,,
S1019,H012,지분편입(지분매수),학생창업,해당없음,NT,정보통신업,정상운영,2017-10,7,0백만원,-36.0
S1020,H029,합작설립,무응답,연구소기업,IT,교육서비스업,정상운영,2022-11,2,"2,146백만원",-109.0
S1021,H015,지분편입(지분매수),학생창업,해당없음,BT,전문과학및기술서비스업,정상운영,2020-06,4,"1,300백만원",113.0
S1022,H060,단독설립,전문경영인(창업자),해당없음,해당없음,전문과학및기술서비스업,정상운영,2022-09,2,"2,050백만원",-99.0
S1023,H016,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2018-08,6,"1,023백만원",-118.0
S1024,H083,합작설립,기타,벤처기업,BT,제조업,정상운영,2023-11,1,,-115.0
S1025,H020,지분편입(지분매수),기타,해당없음,BT,제조업,정상운영,2008-11,16,"1,509백만원",133.0
S1026,H064,단독설립,교수창업,연구소기업,ET,제조업,정상운영,2020-04,4,,-122.0
S1027,H038,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2019-10,5,0백만원,-21.0
S1028,H066,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2019-06,5,"2,028백만원",25.0
S1029,H035,지분편입(지분매수),학생창업,벤처기업,BT, 제 조 업 ,정상운영,2017-12,7,0백만원,
S1030,H054,합작설립,교수창업,해당없음,IT,제조업,정상운영,2022-10,2,373백만원,
S1031,H062,지분편입(지분매수),교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2018-03,6,0백만원,-71.0
S1032,H061,합작설립,교수창업,연구소기업,IT,교육서비스업,정상운영,2019-04,5,"1,717백만원",-102.0
S1033,H032,합작설립,교수창업,이노비즈기업,IT,제조업,정상운영,2021-03,3,0백만원,-26.0
S1034,H059,단독설립,전문경영인(창업자),벤처기업,ET,전문과학및기술서비스업,정상운영,2019-04,5,0백만원,-98.0
S1035,H071,합작설립,무응답,해당없음,NT,제조업,정상운영,2017-05,7,992백만원,-83.0
S1036,H019,단독설립,기타,해당없음,BT,기타,정상운영,2018-03,6,0백만원,-52.0
S1037,H050,단독설립,교수창업,해당없음,NT,정보통신업,정상운영,2017-02,7,0백만원,-93.0
S1038,H025,단독설립,교수창업,벤처기업,IT,제조업,정상운영,2023-01,1,"1,319백만원",24.0
S1039,H077,지분편입(유상증자),전문경영인(파트너기업겸직파견등),연구소기업,IT,정보통신업,정상운영,2017-09,7,0백만원,-31.0
S1040,H066,단독설립,전문경영인(창업자),해당없음,BT,정보통신업,정상운영,2018-10,6,"1,805백만원",-55.0
S1041,H018,단독설립,무응답,연구소기업,IT,제조업,정상운영,2020-01,4,"1,819백만원",-125.0
S1042,H009,지분편입(지분매수),학생창업,해당없음,IT,제조업,투자회수(전액),2019-03,5,0백만원,
S1043,H036,합작설립,교수창업,연구소기업,해당없음,제조업,정상운영,2019-09,5,643백만원,
S1044,H054,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2021-06,3,513백만원,114.0
S1045,H044,단독설립,교수창업,연구소기업,ET,정보통신업,정상운영,2023-02,1,,4.0
S1046,H065,단독설립,전문경영인(창업자),해당없음,BT,전문과학및기술서비스업,정상운영,2019-06,5,,83.0
S1047,H035,단독설립,교수창업,벤처기업,IT,정보통신업,정상운영,2021-06,3,"2,070백만원",
S1048,H001,합작설립,교수창업,연구소기업,IT,도매및소매업,폐업(청산),2021-04,3,0백만원,0.0
S1049,H037,단독설립,학생창업,연구소기업,해당없음,제조업,정상운영,2020-11,4,"99,999,999,999원",-68.0
S1050,H039,단독설립,학생창업,벤처기업,ET,정보통신업,정상운영,2021-04,3,0백만원,-106.0
S1051,H076,지분편입(지분매수),학생창업,연구소기업,BT,전문과학및기술서비스업,정상운영,2020-04,4,0백만원,
S1052,H075,지분편입(지분매수),기타,연구소기업,IT,정보통신업,정상운영,2020-05,4,,-30.0
S1053,H063,단독설립,학생창업,연구소기업,ET, 제 조 업 ,정상운영,2022-03,2,0백만원,-82.0
S1054,H020,지분편입(유상증자),교수창업,연구소기업,IT,제조업,투자회수(일부),2019-07,5,0백만원,0.0
S1055,H058,단독설립,교수창업,벤처기업,BT,기타,정상운영,2017-05,7,0백만원,
S1056,H069,단독설립,학생창업,연구소기업,IT,제조업,정상운영,2018-04,6,"1,126백만원",-108.0
S1057,H062,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,BT,전문과학및기술서비스업,정상운영,2020-04,4,256백만원,
S1058,H045,합작설립,교수창업,해당없음,IT,전문과학및기술서비스업,정상운영,2020-06,4,,-74.0
S1059,H043,합작설립,교수창업,해당없음,IT,정보통신업,투자회수(일부),2023-01,1,0백만원,0.0
S1060,H071,단독설립,기타,연구소기업,해당없음,제조업,정상운영,2017-03,7,,-108.0
S1061,H070,지분편입(유상증자),교수창업,해당없음,BT,제조업,정상운영,2023-08,1,293백만원,-149.0
S1062,H049,합작설립,학생창업,연구소기업,IT,정보통신업,정상운영,2009-02,15,642백만원,-17.0
S1063,H059,지분편입(지분매수),교수창업,연구소기업,IT,정보통신업,정상운영,2023-07,1,0백만원,-11.0
S1064,H042,지분편입(지분매수),학생창업,연구소기업,IT, 제 조 업 ,정상운영,2023-01,1,0백만원,
S1065,H025,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2022-08,2,"2,173백만원",-81.0
S1066,H031,단독설립,전문경영인(창업자),연구소기업,BT,전문과학및기술서비스업,정상운영,2019-12,5,0백만원,-70.0
S1067,H074,단독설립,학생창업,해당없음,ET,제조업,정상운영,2016-12,8,0백만원,-95.0
S1068,H050,단독설립,교수창업,연구소기업,NT,제조업,정상운영,2023-04,1,0백만원,-92.0
S1069,H030,합작설립,전문경영인(창업자),기타,IT,정보통신업,정상운영,2018-07,6,428백만원,
S1070,H053,합작설립,기타,해당없음,BT,제조업,정상운영,2019-01,5,738백만원,-38.0
S1071,H006,합작설립,무응답,해당없음,IT, 제 조 업 ,정상운영,2019-08,5,"1,858백만원",-75.0
S1072,H041,지분편입(지분매수),기타,연구소기업,해당없음,정보통신업,정상운영,2022-08,2,0백만원,-44.0
S1073,H061,지분편입(지분매수),교수창업,연구소기업,IT, 제 조 업 ,정상운영,2018-07,6,0백만원,-62.0
S1074,H049,합작설립,교수창업,벤처기업, iT ,정보통신업,정상운영,2019-04,5,0백만원,-24.0
S1075,H050,지분편입(지분매수),기타,해당없음,NT,제조업,정상운영,2018-04,6,0백만원,-29.0
S1076,H084,합작설립,학생창업,벤처기업,BT,전문과학및기술서비스업,정상운영,2022-07,2,"2,130백만원",-63.0
S1077,H020,합작설립,교수창업,벤처기업,해당없음,전문과학및기술서비스업,폐업(청산),2016-10,8,0백만원,0.0
S1078,H064,지분편입(유상증자),교수창업,연구소기업,해당없음,정보통신업,정상운영,2023-02,1,79백만원,60.0
S1079,H005,단독설립,교수창업,기타,IT,전문과학및기술서비스업,정상운영,2019-02,5,,145.0
S1080,H017,단독설립,전문경영인(창업자),연구소기업,BT,제조업,폐업(청산),2014-03,10,0백만원,0.0
S1081,H065,합작설립,기타,벤처기업,BT,전문과학및기술서비스업,정상운영,2019-09,5,0백만원,-22.0
S1082,H076,합작설립,학생창업,해당없음,IT,제조업,정상운영,2019-10,5,939백만원,
S1083,H043,단독설립,교수창업,연구소기업,해당없음,제조업,정상운영,2018-12,6,"1,792백만원",
S1084,H013,지분편입(지분매수),교수창업,벤처기업,BT,정보통신업,정상운영,2017-09,7,"1,004백만원",-102.0
S1085,H057,합작설립,교수창업,벤처기업,IT,제조업,정상운영,2017-02,7,0백만원,
S1086,H013,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,BT,전문과학및기술서비스업,정상운영,2021-03,3,"1,470백만원",147.0
S1087,H068,단독설립,무응답,해당없음,IT,제조업,정상운영,2023-04,1,0백만원,-5.0
S1088,H059,지분편입(지분매수),기타,연구소기업,ET,정보통신업,정상운영,2015-02,9,0백만원,-10.0
S1089,H002,단독설립,전문경영인(파트너기업겸직파견등),해당없음,IT,제조업,정상운영,2023-08,1,0백만원,-54.0
S1090,H019,지분편입(지분매수),전문경영인(파트너기업겸직파견등),이노비즈기업,IT,정보통신업,정상운영,2022-12,2,0백만원,-56.0
S1091,H053,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2011-10,13,,-50.0
S1092,H084,합작설립,학생창업,해당없음,IT,제조업,정상운영,2020-06,4,0백만원,-100.0
S1093,H020,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2021-12,3,0백만원,-62.0
S1094,H010,단독설립,전문경영인(창업자),연구소기업,ET,제조업,정상운영,2017-06,7,0백만원,-144.0
S1095,H061,단독설립,기타,연구소기업,BT,정보통신업,정상운영,2015-07,9,0백만원,-73.0
S1096,H034,지분편입(유상증자),학생창업,신기술창업전문회사,BT,전문과학및기술서비스업,정상운영,2018-04,6,0백만원,-75.0
S1097,H044,지분편입(지분매수),전문경영인(창업자),해당없음,BT,기타,정상운영,2013-04,11,232백만원,-110.0
S1098,H080,지분편입(지분매수),전문경영인(창업자),해당없음,BT,제조업,정상운영,2018-02,6,0백만원,-20.0
S1099,H051,단독설립,교수창업,신기술창업전문회사,BT,전문과학및기술서비스업,정상운영,2022-09,2,0백만원,-114.0
S1100,H084,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2023-06,1,0백만원,-94.0
S1101,H011,단독설립,교수창업,벤처기업, iT ,전문과학및기술서비스업,정상운영,2021-08,3,0백만원,-13.0
S1102,H043,단독설립,교수창업,기타,BT,제조업,정상운영,2021-05,3,638백만원,-124.0
S1103,H069,합작설립,학생창업,연구소기업,BT,제조업,정상운영,2018-09,6,"1,085백만원",-114.0
S1104,H049,합작설립,교수창업,신기술창업전문회사, iT ,제조업,정상운영,2021-02,3,"2,029백만원",-100.0
S1105,H041,지분편입(유상증자),전문경영인(창업자),벤처기업,ET,제조업,정상운영,2020-08,4,0백만원,-99.0
S1106,H081,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2021-01,3,555백만원,-103.0
S1107,H063,합작설립,교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2012-01,12,0백만원,-49.0
S1108,H070,단독설립,교수창업,해당없음,IT,정보통신업,정상운영,2022-07,2,0백만원,-19.0
S1109,H005,단독설립,교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2017-07,7,"1,768백만원",-91.0
S1110,H080,지분편입(지분매수),학생창업,해당없음,IT,제조업,휴업,2010-07,14,0백만원,0.0
S1111,H009,단독설립,기타,벤처기업, iT ,제조업,정상운영,2016-02,8,0백만원,-1.0
S1112,H031,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2022-06,2,,15.0
S1113,H081,단독설립,교수창업,벤처기업,IT, 제 조 업 ,정상운영,2021-06,3,,-6.0
S1114,H037,단독설립,교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2023-05,1,,-15.0
S1115,H030,합작설립,교수창업,연구소기업,IT, 제 조 업 ,정상운영,2021-02,3,0백만원,-88.0
S1116,H012,합작설립,전문경영인(창업자),벤처기업,BT,제조업,정상운영,2018-07,6,"1,741백만원",-89.0
S1117,H056,지분편입(지분매수),교수창업,해당없음,NT,제조업,정상운영,2023-11,1,"1,861백만원",-78.0
S1118,H013,단독설립,교수창업,벤처기업,BT,도매및소매업,정상운영,2018-05,6,0백만원,-19.0
S1119,H082,단독설립,교수창업,기타,ET,제조업,정상운영,2017-04,7,458백만원,83.0
S1120,H013,지분편입(유상증자),무응답,해당없음,CT, 제 조 업 ,정상운영,2019-12,5,"1,946백만원",68.0
S1121,H057,단독설립,전문경영인(창업자),해당없음,NT,교육서비스업,정상운영,2022-02,2,590백만원,-31.0
S1122,H022,단독설립,기타,벤처기업,BT,전문과학및기술서비스업,정상운영,2021-11,3,"1,066백만원",8.0
S1123,H039,단독설립,전문경영인(창업자),벤처기업,BT,제조업,정상운영,2018-11,6,"1,262백만원",-75.0
S1124,H004,지분편입(지분매수),교수창업,연구소기업,IT,기타,정상운영,2008-07,16,448백만원,
S1125,H006,단독설립,전문경영인(창업자),연구소기업,BT,전문과학및기술서비스업,정상운영,2009-08,15,260백만원,-129.0
S1126,H042,단독설립,전문경영인(창업자),해당없음,해당없음, 제 조 업 ,정상운영,2019-01,5,0백만원,-102.0
S1127,H008,단독설립,학생창업,벤처기업,IT,전문과학및기술서비스업,정상운영,2017-05,7,369백만원,7.0
S1128,H038,단독설립,전문경영인(창업자),벤처기업,IT,정보통신업,정상운영,2022-12,2,,-96.0
S1129,H046,단독설립,전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2018-11,6,"1,852백만원",-20.0
S1130,H048,합작설립,교수창업,해당없음,CT,제조업,정상운영,2015-06,9,0백만원,-42.0
S1131,H056,지분편입(지분매수),교수창업,연구소기업,ET,도매및소매업,정상운영,2023-01,1,,
S1132,H019,지분편입(지분매수),전문경영인(창업자),연구소기업,BT,제조업,정상운영,2022-03,2,0백만원,-82.0
S1133,H032,단독설립,교수창업,해당없음,IT,제조업,투자회수(전액),2019-04,5,0백만원,0.0
S1134,H068,단독설립,교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2008-03,16,637백만원,73.0
S1135,H053,지분편입(지분매수),교수창업,해당없음,BT,전문과학및기술서비스업,정상운영,2023-10,1,0백만원,-54.0
S1136,H073,지분편입(지분매수),교수창업,해당없음,IT,정보통신업,정상운영,2022-01,2,"2,051백만원",60.0
S1137,H024,지분편입(지분매수),무응답,연구소기업,IT,정보통신업,정상운영,2017-03,7,0백만원,-134.0
S1138,H022,지분편입(지분매수),교수창업,연구소기업,IT,정보통신업,정상운영,2018-09,6,,-95.0
S1139,H023,지분편입(지분매수),학생창업,해당없음,IT,제조업,정상운영,2022-03,2,,-49.0
S1140,H011,단독설립,교수창업,벤처기업,IT,정보통신업,정상운영,2018-03,6,0백만원,-31.0
S1141,H079,단독설립,교수창업,해당없음,IT,교육서비스업,정상운영,2016-12,8,"1,554백만원",-95.0
S1142,H049,단독설립,교수창업,해당없음,해당없음,정보통신업,정상운영,2013-08,11,"2,208백만원",83.0
S1143,H080,단독설립,전문경영인(창업자),벤처기업,BT,제조업,정상운영,2017-01,7,0백만원,-29.0
S1144,H031,지분편입(지분매수),교수창업,해당없음, iT ,정보통신업,정상운영,2018-01,6,,-73.0
S1145,H064,합작설립,교수창업,해당없음,IT,정보통신업,정상운영,2019-10,5,0백만원,
S1146,H075,합작설립,교수창업,해당없음,IT,정보통신업,정상운영,2022-04,2,0백만원,-139.0
S1147,H019,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2012-12,12,0백만원,-42.0
S1148,H030,지분편입(지분매수),전문경영인(창업자),신기술창업전문회사,BT,정보통신업,정상운영,2019-11,5,0백만원,
S1149,H060,단독설립,학생창업,해당없음,IT,제조업,정상운영,2018-05,6,"2,088백만원",120.0
S1150,H082,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2018-06,6,653백만원,18.0
S1151,H033,지분편입(지분매수),교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-10,4,824백만원,96.0
S1152,H059,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,IT,정보통신업,폐업(청산),2021-07,3,,0.0
S1153,H033,단독설립,교수창업,이노비즈기업,IT,제조업,정상운영,2023-03,1,744백만원,46.0
S1154,H002,단독설립,교수창업,연구소기업,BT,정보통신업,정상운영,2018-07,6,"1,449백만원",128.0
S1155,H060,지분편입(지분매수),전문경영인(창업자),연구소기업,BT,제조업,정상운영,2018-03,6,"1,563백만원",-143.0
S1156,H037,단독설립,학생창업,벤처기업,해당없음,전문과학및기술서비스업,투자회수(일부),2023-03,1,0백만원,0.0
S1157,H070,단독설립,전문경영인(창업자),연구소기업,BT,전문과학및기술서비스업,정상운영,2016-09,8,0백만원,
S1158,H021,지분편입(지분매수),학생창업,해당없음,IT,정보통신업,정상운영,2021-03,3,0백만원,
S1159,H010,합작설립,무응답,해당없음,BT,제조업,정상운영,2019-12,5,0백만원,-73.0
S1160,H057,단독설립,전문경영인(창업자),연구소기업,ET,제조업,정상운영,2019-11,5,"1,903백만원",
S1161,H045,단독설립,교수창업,해당없음,IT,제조업,정상운영,2016-03,8,0백만원,-106.0
S1162,H076,단독설립,전문경영인(창업자),해당없음,해당없음,정보통신업,정상운영,2018-06,6,,-39.0
S1163,H039,합작설립,교수창업,연구소기업,IT, 제 조 업 ,정상운영,2020-02,4,0백만원,
S1164,H082,지분편입(지분매수),기타,연구소기업,IT,제조업,정상운영,2021-03,3,"99,999,999,999원",-126.0
S1165,H055,단독설립,전문경영인(창업자),해당없음,BT,전문과학및기술서비스업,정상운영,2019-01,5,0백만원,
S1166,H033,단독설립,교수창업,해당없음,BT,제조업,정상운영,2019-08,5,0백만원,-120.0
S1167,H059,지분편입(지분매수),전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2020-04,4,26백만원,-89.0
S1168,H039,단독설립,교수창업,연구소기업,IT,정보통신업,폐업(청산),2018-05,6,0백만원,0.0
S1169,H026,합작설립,교수창업,연구소기업,CT,정보통신업,정상운영,2019-07,5,"1,137백만원",
S1170,H050,지분편입(지분매수),교수창업,연구소기업,IT,전문과학및기술서비스업,정상운영,2020-11,4,209백만원,-7.0
S1171,H062,합작설립,학생창업,기타,BT,도매및소매업,정상운영,2013-06,11,357백만원,
S1172,H014,합작설립,전문경영인(창업자),신기술창업전문회사, iT ,정보통신업,정상운영,2022-05,2,,-4.0
S1173,H031,단독설립,기타,벤처기업,BT,제조업,투자회수(전액),2023-10,1,0백만원,0.0
S1174,H049,단독설립,기타,신기술창업전문회사,IT, 제 조 업 ,정상운영,2023-06,1,"1,982백만원",54.0
S1175,H074,단독설립,교수창업,해당없음,IT,도매및소매업,정상운영,2018-01,6,0백만원,-60.0
S1176,H046,단독설립,학생창업,연구소기업,BT,전문과학및기술서비스업,정상운영,2023-01,1,395백만원,-67.0
S1177,H074,단독설립,학생창업,연구소기업,BT,제조업,정상운영,2017-06,7,740백만원,-46.0
S1178,H038,합작설립,기타,연구소기업,NT,전문과학및기술서비스업,정상운영,2018-01,6,0백만원,-84.0
S1179,H038,지분편입(지분매수),교수창업,해당없음,IT,제조업,정상운영,2018-08,6,0백만원,-142.0
S1180,H003,지분편입(지분매수),학생창업,연구소기업,IT,기타,정상운영,2023-01,1,0백만원,-88.0
S1181,H051,단독설립,학생창업,해당없음,해당없음, 제 조 업 ,정상운영,2022-12,2,"99,999,999,999원",80.0
S1182,H036,합작설립,교수창업,연구소기업,BT,제조업,정상운영,2020-03,4,0백만원,-141.0
S1183,H002,합작설립,무응답,해당없음,BT,제조업,정상운영,2010-07,14,34백만원,-47.0
S1184,H073,지분편입(지분매수),교수창업,벤처기업,BT,제조업,정상운영,2021-01,3,0백만원,-90.0
S1185,H007,지분편입(지분매수),교수창업,연구소기업,IT,제조업,정상운영,2015-09,9,0백만원,-73.0
S1186,H078,단독설립,교수창업,해당없음,BT,제조업,정상운영,2020-07,4,0백만원,
S1187,H064,합작설립,학생창업,연구소기업,IT,제조업,정상운영,2023-10,1,0백만원,-12.0
S1188,H037,합작설립,기타,해당없음,해당없음,제조업,정상운영,2017-12,7,,-138.0
S1189,H030,지분편입(지분매수),교수창업,해당없음,BT,제조업,정상운영,2021-09,3,0백만원,
S1190,H078,지분편입(지분매수),전문경영인(창업자),벤처기업,ET,전문과학및기술서비스업,정상운영,2021-03,3,0백만원,-109.0
S1191,H046,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,BT,정보통신업,정상운영,2017-03,7,0백만원,
S1192,H029,지분편입(지분매수),전문경영인(창업자),해당없음,ET,제조업,정상운영,2011-02,13,213백만원,92.0
S1193,H082,단독설립,전문경영인(창업자),해당없음,BT,정보통신업,정상운영,2019-01,5,832백만원,38.0
S1194,H025,단독설립,전문경영인(파트너기업겸직파견등),이노비즈기업,BT,정보통신업,정상운영,2019-06,5,,-9.0
S1195,H080,지분편입(지분매수),교수창업,벤처기업,ET, 제 조 업 ,정상운영,2019-04,5,223백만원,112.0
S1196,H033,지분편입(지분매수),교수창업,연구소기업,BT,제조업,정상운영,2008-02,16,0백만원,-87.0
S1197,H018,지분편입(유상증자),학생창업,벤처기업,IT,제조업,정상운영,2023-07,1,86백만원,109.0
S1198,H081,단독설립,학생창업,해당없음,NT,정보통신업,정상운영,2021-02,3,0백만원,-57.0
S1199,H013,단독설립,교수창업,연구소기업,IT,제조업,폐업(청산),2018-02,6,0백만원,
S1200,H081,합작설립,전문경영인(파트너기업겸직파견등),해당없음,해당없음,정보통신업,정상운영,2008-08,16,0백만원,-25.0
S1201,H083,합작설립,무응답,해당없음,BT,제조업,정상운영,2023-08,1,0백만원,-113.0
S1202,H006,단독설립,학생창업,해당없음,BT,제조업,폐업(청산),2018-07,6,0백만원,0.0
S1203,H040,합작설립,교수창업,벤처기업,BT,정보통신업,정상운영,2023-09,1,0백만원,
S1204,H057,지분편입(지분매수),교수창업,해당없음,BT,제조업,정상운영,2018-08,6,0백만원,-43.0
S1205,H005,단독설립,전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2023-03,1,"1,843백만원",-73.0
S1206,H075,단독설립,기타,해당없음,BT,제조업,정상운영,2022-10,2,"1,181백만원",-28.0
S1207,H047,지분편입(지분매수),전문경영인(파트너기업겸직파견등),벤처기업,IT,제조업,정상운영,2021-11,3,911백만원,-1.0
S1208,H017,단독설립,학생창업,해당없음,IT,정보통신업,정상운영,2021-01,3,0백만원,-13.0
S1209,H012,합작설립,전문경영인(창업자),해당없음,IT,정보통신업,정상운영,2013-05,11,"1,944백만원",-46.0
S1210,H038,지분편입(지분매수),교수창업,연구소기업,해당없음,전문과학및기술서비스업,정상운영,2023-08,1,0백만원,-20.0
S1211,H042,지분편입(지분매수),교수창업,벤처기업,BT,정보통신업,정상운영,2019-08,5,0백만원,-33.0
S1212,H054,지분편입(지분매수),전문경영인(창업자),벤처기업,IT,전문과학및기술서비스업,정상운영,2022-05,2,13백만원,36.0
S1213,H023,단독설립,교수창업,벤처기업,ET,제조업,정상운영,2012-03,12,0백만원,-144.0
S1214,H026,단독설립,전문경영인(파트너기업겸직파견등),벤처기업,BT,제조업,정상운영,2022-06,2,0백만원,
S1215,H017,단독설립,학생창업,연구소기업,IT,제조업,정상운영,2019-11,5,0백만원,-23.0
S1216,H070,지분편입(지분매수),기타,해당없음,BT,전문과학및기술서비스업,정상운영,2023-09,1,"99,999,999,999원",
S1217,H047,지분편입(지분매수),교수창업,연구소기업,NT,전문과학및기술서비스업,정상운영,2022-06,2,0백만원,
S1218,H068,지분편입(지분매수),교수창업,벤처기업,해당없음,제조업,정상운영,2020-10,4,0백만원,-70.0
S1219,H065,합작설립,교수창업,해당없음,BT,제조업,정상운영,2023-11,1,0백만원,
S1220,H035,단독설립,교수창업,해당없음, iT ,제조업,정상운영,2021-12,3,0백만원,-11.0
S1221,H022,지분편입(지분매수),교수창업,기타, iT ,정보통신업,정상운영,2020-02,4,22백만원,48.0
S1222,H033,합작설립,전문경영인(창업자),연구소기업,해당없음,정보통신업,정상운영,2016-08,8,,-62.0
S1223,H062,지분편입(지분매수),기타,벤처기업,BT,전문과학및기술서비스업,정상운영,2022-08,2,,
S1224,H038,단독설립,교수창업,해당없음,IT,제조업,정상운영,2021-12,3,0백만원,-54.0
S1225,H044,단독설립,교수창업,해당없음,NT,제조업,정상운영,2018-10,6,420백만원,124.0
S1226,H015,단독설립,전문경영인(파트너기업겸직파견등),연구소기업,BT,정보통신업,정상운영,2020-04,4,"1,216백만원",103.0
S1227,H060,지분편입(유상증자),학생창업,기타,ET,정보통신업,정상운영,2019-03,5,,-121.0
S1228,H010,지분편입(지분매수),교수창업,해당없음,IT,제조업,정상운영,2018-04,6,"2,156백만원",134.0
S1229,H019,단독설립,전문경영인(창업자),벤처기업,BT,제조업,투자회수(전액),2011-09,13,,0.0
S1230,H029,단독설립,교수창업,해당없음,BT,정보통신업,정상운영,2021-03,3,0백만원,-43.0
S1231,H051,합작설립,교수창업,해당없음,IT,정보통신업,정상운영,2023-03,1,"1,795백만원",137.0
S1232,H072,합작설립,무응답,벤처기업,해당없음,제조업,정상운영,2020-04,4,0백만원,-91.0
S1233,H047,합작설립,학생창업,벤처기업,NT,기타,정상운영,2018-11,6,"2,254백만원",
